black_strategy,white_strategy,turn,white_move,black_move,winner,black_stones,white_stones,black_tau,white_tau,black_obligations,white_obligations,black_pair_atoms,white_pair_atoms,black_bulk_pressure,white_bulk_pressure,black_family_max,white_family_max,value_after_white,value_after_black
min_bulk,min_atoms,11,"[[-3, 3], [-2, 3]]","[[-1, 4], [-2, 5]]",,25,24,1,0,1,0,0,0,33.000000000000014,6.800000000000001,1,0,0,-4.7500000000000036
min_bulk,min_atoms,12,"[[-3, 1], [-3, 6]]","[[-4, 4], [-3, 4]]",,27,26,0,0,0,0,0,0,23.2,5.000000000000001,0,0,0,-3.1199999999999983
min_bulk,min_atoms,13,"[[-4, 0], [-4, 2]]","[[-2, 4], [0, 4]]",,29,28,2,0,4,0,0,0,70.4,8.600000000000001,4,0,0,-16.04
min_bulk,min_atoms,14,"[[-5, 4], [1, 4]]","[[-2, 0], [-1, 5]]",,31,30,0,0,0,0,0,0,10.799999999999997,3.4,0,0,0,-0.379999999999999
min_bulk,min_atoms,15,"[[1, -3], [4, -3]]","[[5, -3], [-4, 5]]",,33,32,2,0,3,0,0,0,27.4,3.2000000000000006,3,0,0,-6.389999999999997
min_bulk,min_bulk,0,"[[1, 0], [1, -1]]","[[0, -1], [1, -2]]",,3,2,0,0,0,0,0,0,12.399999999999997,3.0000000000000004,0,0,-1.2700000000000011,-1.3399999999999985
min_bulk,min_bulk,1,"[[-1, 0], [0, 1]]","[[0, -2], [3, -2]]",,5,4,0,0,0,0,0,0,19.399999999999995,7.000000000000003,0,0,0.23000000000000131,0.2100000000000044
min_bulk,min_bulk,2,"[[2, -2], [0, -3]]","[[-1, -1], [1, -3]]",,7,6,0,0,0,0,0,0,17.599999999999998,8.6,0,0,0.7600000000000029,2.4400000000000004
min_bulk,min_bulk,3,"[[-3, 1], [2, -4]]","[[-1, 1], [2, -1]]",,9,8,0,0,0,0,0,0,5.800000000000002,7.000000000000002,0,0,-0.9899999999999975,4.9700000000000015
min_bulk,min_bulk,4,"[[-1, -2], [-2, -1]]","[[-3, 0], [1, -4]]",,11,10,0,0,0,0,0,0,3.8000000000000007,5.200000000000001,0,0,-3.1999999999999975,3.870000000000001
min_bulk,min_bulk,5,"[[-2, 2], [-2, 3]]","[[-2, 1], [-1, 2]]",,13,12,0,0,0,0,0,0,3.6000000000000005,4.000000000000001,0,0,-3.839999999999997,2.740000000000001
min_bulk,min_bulk,6,"[[-1, 3], [1, 3]]","[[0, 3], [1, 2]]",,15,14,0,0,0,0,0,0,7.6000000000000005,4.200000000000001,0,0,-3.839999999999997,1.540000000000001
min_bulk,min_bulk,7,"[[0, 2], [2, 1]]","[[3, -1], [3, -3]]",,17,16,0,0,0,0,0,0,15.2,5.2,0,0,-0.7399999999999998,-0.11999999999999922
min_bulk,min_bulk,8,"[[3, -4], [3, 1]]","[[1, 1], [2, 2]]",,19,18,0,0,0,0,0,0,2.0,1.4,0,0,-2.4399999999999995,0.7
min_bulk,min_bulk,9,"[[4, -2], [4, -3]]","[[4, -1], [-4, 3]]",,21,20,0,0,0,0,0,0,0.8,0.4,0,0,-1.89,0.12000000000000005
min_bulk,min_bulk,10,"[[-4, 0], [-4, 4]]","[[-5, 1], [-5, 4]]",,23,22,0,0,0,0,0,0,3.0,0.8,0,0,-0.5599999999999999,-0.24999999999999978
min_bulk,min_bulk,11,"[[-3, 4], [-5, 2]]","[[-3, 5], [1, 4]]",,25,24,0,0,0,0,0,0,1.2,0.4,0,0,-0.9099999999999999,-0.019999999999999962
min_bulk,min_bulk,12,"[[5, 0], [-4, 5]]","[[5, -1], [6, 0]]",,27,26,0,0,0,0,0,0,0.8,0.2,0,0,-0.35999999999999993,-0.07999999999999996
min_bulk,min_bulk,13,"[[5, -5], [6, -1]]","[[1, -5], [0, -5]]",,29,28,0,0,0,0,0,0,2.0,0.2,0,0,0.12000000000000005,-0.49999999999999994
min_bulk,min_bulk,14,"[[-1, -4], [-1, -5]]","[[-2, -3], [-2, -4]]",,31,30,0,0,0,0,0,0,0.6000000000000001,0.2,0,0,0.3200000000000001,-0.010000000000000009
min_bulk,min_bulk,15,"[[2, -6], [-1, 6]]","[[6, -6], [-5, 6]]",,33,32,0,0,0,0,0,0,0.2,0.2,0,0,-0.14999999999999997,0.13
min_bulk,min_family,0,"[[1, 0], [1, -1]]","[[0, -1], [1, -2]]",,3,2,0,0,0,0,0,0,12.399999999999997,3.0000000000000004,0,0,0.0,-1.3399999999999985
min_bulk,min_family,1,"[[-1, 0], [0, 1]]","[[0, -2], [3, -2]]",,5,4,0,0,0,0,0,0,19.399999999999995,7.000000000000003,0,0,0.0,0.2100000000000044
min_bulk,min_family,2,"[[2, -2], [-1, -1]]","[[0, -3], [0, -4]]",,7,6,1,0,2,0,0,0,39.000000000000014,12.999999999999996,2,0,0.0,-0.6500000000000075
min_bulk,min_family,3,"[[-1, 1], [0, -5]]","[[-1, 2], [-1, -2]]",,9,8,0,0,0,0,0,0,12.399999999999999,10.799999999999997,0,0,0.0,6.459999999999998
min_bulk,min_family,4,"[[-2, 1], [1, 1]]","[[2, 1], [-4, 1]]",,11,10,0,0,0,0,0,0,19.199999999999992,10.799999999999994,0,0,0.0,4.0799999999999965
min_bulk,min_family,5,"[[-2, -1], [-3, 0]]","[[-2, 2], [1, 2]]",,13,12,0,0,0,0,0,0,24.99999999999999,8.000000000000002,0,0,0.0,-0.7499999999999947
min_bulk,min_family,6,"[[0, 2], [3, 0]]","[[-2, -2], [-3, -2]]",,15,14,1,0,1,0,0,0,34.0,11.799999999999997,1,0,0.0,-0.10000000000000142
min_bulk,min_family,7,"[[2, 0], [-4, -2]]","[[3, -1], [-3, 5]]",,17,16,0,0,0,0,0,0,10.2,9.4,0,0,0.0,5.830000000000001
min_bulk,min_family,8,"[[3, -3], [2, -3]]","[[4, -4], [2, -4]]",,19,18,0,0,0,0,0,0,15.399999999999993,8.200000000000001,0,0,0.0,2.810000000000004
min_bulk,min_family,9,"[[-3, 2], [4, 0]]","[[3, -4], [5, 0]]",,21,20,1,0,2,0,0,0,28.59999999999999,8.8,2,0,0.0,-1.2099999999999955
min_bulk,min_family,10,"[[1, -4], [-1, -3]]","[[0, 3], [-4, 3]]",,23,22,0,0,0,0,0,0,10.399999999999999,4.800000000000001,0,0,0.0,1.1600000000000015
min_bulk,min_family,11,"[[-3, 3], [-2, 3]]","[[-1, 4], [-2, 5]]",,25,24,1,0,1,0,0,0,33.000000000000014,6.800000000000001,1,0,0.0,-4.7500000000000036
min_bulk,min_family,12,"[[-3, 1], [-3, 6]]","[[-4, 4], [-3, 4]]",,27,26,0,0,0,0,0,0,23.2,5.000000000000001,0,0,0.0,-3.1199999999999983
min_bulk,min_family,13,"[[-4, 0], [-4, 2]]","[[-2, 4], [0, 4]]",,29,28,2,0,4,0,0,0,70.4,8.600000000000001,4,0,0.0,-16.04
min_bulk,min_family,14,"[[-5, 4], [1, 4]]","[[-2, 0], [-1, 5]]",,31,30,0,0,0,0,0,0,10.799999999999997,3.4,0,0,0.0,-0.379999999999999
min_bulk,min_family,15,"[[1, -3], [4, -3]]","[[5, -3], [-4, 5]]",,33,32,2,0,3,0,0,0,27.4,3.2000000000000006,3,0,0.0,-6.389999999999997
min_bulk,hybrid,0,"[[1, 0], [1, -1]]","[[0, -1], [1, -2]]",,3,2,0,0,0,0,0,0,12.399999999999997,3.0000000000000004,0,0,-0.9200000000000006,-1.3399999999999985
min_bulk,hybrid,1,"[[0, 1], [-2, 1]]","[[-1, 1], [-1, 2]]",,5,4,0,0,0,0,0,0,12.399999999999995,4.800000000000001,0,0,-0.42999999999999927,0.46000000000000263
min_bulk,hybrid,2,"[[-1, 0], [-2, 2]]","[[0, -2], [-2, 0]]",,7,6,0,0,0,0,0,0,15.999999999999996,5.6000000000000005,0,0,0.1600000000000006,1.7763568394002505e-15
min_bulk,hybrid,3,"[[0, -3], [-1, -2]]","[[-1, -1], [1, -3]]",,9,8,2,0,3,0,0,0,35.6,9.6,3,0,1.3200000000000003,-2.8599999999999994
min_bulk,hybrid,4,"[[-3, 1], [2, -4]]","[[3, -2], [-2, -1]]",,11,10,0,0,0,0,0,0,10.399999999999997,6.600000000000001,0,0,-0.3299999999999992,2.9600000000000026
min_bulk,hybrid,5,"[[2, -2], [-3, -1]]","[[2, -3], [-3, 2]]",,13,12,0,0,0,0,0,0,6.2,5.800000000000002,0,0,-1.1499999999999992,3.6300000000000017
min_bulk,hybrid,6,"[[3, -3], [3, -4]]","[[1, 2], [4, -4]]",,15,14,0,0,0,0,0,0,3.8000000000000016,3.8000000000000016,0,0,-1.5699999999999998,2.470000000000001
min_bulk,hybrid,7,"[[0, 2], [-1, 3]]","[[1, 1], [0, 3]]",,17,16,0,0,0,0,0,0,5.200000000000001,3.6000000000000014,0,0,-1.1500000000000004,1.7800000000000011
min_bulk,hybrid,8,"[[-2, 3], [-2, 5]]","[[4, -1], [-2, 4]]",,19,18,0,0,0,0,0,0,11.399999999999999,3.8000000000000003,0,0,-2000.96,-0.18999999999999906
min_bulk,hybrid,9,"[[3, 0], [4, -2]]","[[0, -4], [-4, 3]]",,21,20,0,0,0,0,0,0,1.5999999999999999,1.9999999999999998,0,0,-0.56,1.44
min_bulk,hybrid,10,"[[2, 0], [5, 0]]","[[4, 0], [2, 2]]",,23,22,0,0,0,0,0,0,4.800000000000002,1.5999999999999999,0,0,-2001.44,-0.08000000000000052
min_bulk,hybrid,11,"[[-4, 5], [-1, 5]]","[[5, -1], [-3, 5]]",,25,24,0,0,0,0,0,0,7.4,0.6000000000000001,0,0,-0.5599999999999992,-1.9899999999999998
min_bulk,hybrid,12,"[[1, 3], [1, 4]]","[[-4, 4], [2, 3]]",,27,26,0,0,0,0,0,0,3.4,0.2,0,0,-0.02999999999999997,-0.99
min_bulk,hybrid,13,"[[-4, 0], [-5, 4]]","[[5, -2], [-5, 1]]",,29,28,0,0,0,0,0,0,1.0,0.0,0,0,-0.22999999999999998,-0.35
min_bulk,hybrid,14,"[[5, -5], [5, -6]]","[[0, -5], [1, -6]]",,31,30,0,0,0,0,0,0,1.4,0.2,0,0,-0.16000000000000003,-0.2899999999999999
min_bulk,hybrid,15,"[[4, -5], [-1, -4]]","[[6, -5], [-6, 1]]",,33,32,0,0,0,0,0,0,0.8,0.0,0,0,-0.24,-0.27999999999999997
min_atoms,earliest,0,"[[1, 0], [1, -1]]","[[0, -1], [0, 1]]",,3,2,0,0,0,0,0,0,17.599999999999998,6.2,0,0,0.0,0
min_atoms,earliest,1,"[[1, -2], [0, -2]]","[[2, -2], [0, 2]]",,5,4,1,0,1,0,0,0,17.199999999999996,16.799999999999997,1,0,0.0,0
min_atoms,earliest,2,"[[2, 0], [2, -1]]","[[0, 3], [0, 4]]",black,7,6,1,0,2,0,0,0,1039.2000000000005,20.4,2,0,0.0,-1000000000.0
min_atoms,min_tau,0,"[[1, 0], [1, -1]]","[[0, -1], [0, 1]]",,3,2,0,0,0,0,0,0,17.599999999999998,6.2,0,0,0,0
min_atoms,min_tau,1,"[[1, -2], [1, 1]]","[[1, -3], [1, 2]]",,5,4,0,0,0,0,0,0,19.199999999999996,3.2000000000000006,0,0,-800,0
min_atoms,min_tau,2,"[[0, -2], [-1, -1]]","[[2, -2], [-2, 0]]",,7,6,0,0,0,0,0,0,10.999999999999996,3.800000000000001,0,0,0,0
min_atoms,min_tau,3,"[[-1, 0], [2, 0]]","[[-1, 1], [-1, 2]]",,9,8,0,0,0,0,0,0,16.19999999999999,9.0,0,0,0,0
min_atoms,min_tau,4,"[[0, 2], [3, -1]]","[[-1, 3], [4, -2]]",,11,10,0,0,0,0,0,0,11.599999999999987,5.6000000000000005,0,0,-800,0
min_atoms,min_tau,5,"[[-2, 1], [-2, 2]]","[[2, -1], [3, 0]]",,13,12,0,0,0,0,0,0,11.999999999999993,4.2,0,0,0,0
min_atoms,min_tau,6,"[[-2, 3], [-2, 5]]","[[-1, -2], [-2, 4]]",,15,14,0,0,0,0,0,0,10.599999999999996,1.7999999999999998,0,0,-400,0
min_atoms,min_tau,7,"[[2, -3], [0, -3]]","[[-3, 2], [0, 3]]",,17,16,0,0,0,0,0,0,12.799999999999994,0.8,0,0,0,0
min_atoms,min_tau,8,"[[-3, 0], [-3, 1]]","[[2, 1], [4, -1]]",,19,18,2,0,3,0,0,0,65.80000000000001,0.8,3,0,0,0
min_atoms,min_tau,9,"[[-1, 4], [5, -2]]","[[4, 0], [4, -3]]",,21,20,2,0,3,0,0,0,27.599999999999998,1.4,3,0,0,0
min_atoms,min_tau,10,"[[4, -4], [4, 1]]","[[3, -4], [2, -4]]",,23,22,0,0,0,0,0,0,1.5999999999999999,1.7999999999999998,0,0,0,0
min_atoms,min_tau,11,"[[1, -4], [0, -4]]","[[-1, -3], [-2, -2]]",,25,24,0,0,0,0,0,0,1.5999999999999999,1.7999999999999998,0,0,0,0
min_atoms,min_tau,12,"[[-3, -1], [-4, 0]]","[[-4, 1], [-4, 2]]",,27,26,0,0,0,0,0,0,1.5999999999999999,1.7999999999999998,0,0,0,0
min_atoms,min_tau,13,"[[-4, 3], [-4, 4]]","[[5, 0], [5, -1]]",,29,28,0,0,0,0,0,0,2.2,0.8,0,0,0,0
min_atoms,min_tau,14,"[[0, 4], [1, 3]]","[[2, 2], [3, 1]]",,31,30,0,0,0,0,0,0,0.0,0.8,0,0,0,0
min_atoms,min_tau,15,"[[3, -2], [-5, 5]]","[[-5, 0], [-5, 1]]",,33,32,0,0,0,0,0,0,1.4,2.4000000000000004,0,0,0,0
min_atoms,min_atoms,0,"[[1, 0], [1, -1]]","[[0, -1], [0, 1]]",,3,2,0,0,0,0,0,0,17.599999999999998,6.2,0,0,0,0
min_atoms,min_atoms,1,"[[1, -2], [0, -2]]","[[2, -2], [0, 2]]",,5,4,1,0,1,0,0,0,17.199999999999996,16.799999999999997,1,0,0,0
min_atoms,min_atoms,2,"[[2, 0], [0, 3]]","[[-1, -1], [1, 1]]",,7,6,0,0,0,0,0,0,10.399999999999999,8.2,0,0,0,0
min_atoms,min_atoms,3,"[[-1, 0], [-1, 1]]","[[-1, 2], [3, 0]]",,9,8,0,0,0,0,0,0,10.599999999999998,7.4,0,0,0,0
min_atoms,min_atoms,4,"[[-2, 2], [1, -3]]","[[-2, 0], [1, -4]]",,11,10,0,0,0,0,0,0,8.8,5.200000000000002,0,0,0,0
min_atoms,min_atoms,5,"[[-1, -2], [-2, -1]]","[[3, -3], [2, -3]]",,13,12,0,0,0,0,0,0,10.4,8.200000000000001,0,0,0,0
min_atoms,min_atoms,6,"[[3, -1], [3, -2]]","[[2, -1], [-3, 0]]",,15,14,0,0,0,0,0,0,9.8,5.600000000000001,0,0,0,0
min_atoms,min_atoms,7,"[[-3, 1], [-3, 3]]","[[-2, 3], [-1, 3]]",,17,16,0,0,0,0,0,0,12.0,8.4,0,0,0,0
min_atoms,min_atoms,8,"[[2, -4], [-2, -2]]","[[-4, 4], [-3, -2]]",,19,18,0,0,0,0,0,0,10.0,3.1999999999999997,0,0,0,0
min_atoms,min_atoms,9,"[[1, 2], [2, 1]]","[[-2, 1], [-4, 1]]",,21,20,0,0,0,0,0,0,10.400000000000002,4.8,0,0,0,0
min_atoms,min_atoms,10,"[[-4, 0], [-4, 2]]","[[0, -4], [-1, -3]]",,23,22,0,0,0,0,0,0,7.200000000000001,4.0,0,0,0,0
min_atoms,min_atoms,11,"[[-3, 4], [-2, 4]]","[[-3, 2], [-1, 4]]",,25,24,0,0,0,0,0,0,0.6000000000000001,0.0,0,0,0,0
min_atoms,min_atoms,12,"[[0, -3], [4, 0]]","[[4, -1], [4, -2]]",,27,26,0,0,0,0,0,0,1.6,0.6000000000000001,0,0,0,0
min_atoms,min_atoms,13,"[[4, -3], [4, -4]]","[[0, 4], [1, 3]]",,29,28,0,0,0,0,0,0,1.5999999999999999,0.0,0,0,0,0
min_atoms,min_atoms,14,"[[3, -4], [2, 2]]","[[-3, -1], [-4, 3]]",,31,30,0,0,0,0,0,0,0.6000000000000001,0.0,0,0,0,0
min_atoms,min_atoms,15,"[[3, 1], [5, 0]]","[[5, -1], [5, -2]]",,33,32,0,0,0,0,0,0,1.6,0.4,0,0,0,0
min_atoms,min_bulk,0,"[[1, 0], [1, -1]]","[[0, -1], [0, 1]]",,3,2,0,0,0,0,0,0,17.599999999999998,6.2,0,0,-1.2700000000000011,0
min_atoms,min_bulk,1,"[[1, -2], [0, -2]]","[[2, -2], [0, 2]]",,5,4,1,0,1,0,0,0,17.199999999999996,16.799999999999997,1,0,-1.0199999999999978,0
min_atoms,min_bulk,2,"[[1, 1], [0, 3]]","[[1, -3], [1, 2]]",,7,6,0,0,0,0,0,0,7.600000000000002,2.8000000000000003,0,0,-9.539999999999996,0
min_atoms,min_bulk,3,"[[-1, 2], [2, -3]]","[[-1, 0], [-1, 1]]",,9,8,0,0,0,0,0,0,6.600000000000001,3.0000000000000004,0,0,-2.220446049250313e-16,0
min_atoms,min_bulk,4,"[[-2, 0], [-2, 1]]","[[-1, -1], [-2, 2]]",,11,10,0,0,0,0,0,0,9.399999999999999,3.6000000000000005,0,0,-0.21999999999999886,0
min_atoms,min_bulk,5,"[[-1, -2], [-3, 3]]","[[-2, -1], [-3, 0]]",,13,12,0,0,0,0,0,0,3.6,7.400000000000001,0,0,-2.0999999999999988,0
min_atoms,min_bulk,6,"[[-2, 3], [-1, 3]]","[[-4, 3], [1, 3]]",,15,14,0,0,0,0,0,0,5.2,4.000000000000001,0,0,-8.299999999999999,0
min_atoms,min_bulk,7,"[[-3, -2], [-4, -2]]","[[2, 0], [-2, -2]]",,17,16,0,0,0,0,0,0,6.600000000000001,1.5999999999999999,0,0,-4.649999999999997,0
min_atoms,min_bulk,8,"[[2, 2], [-4, -1]]","[[2, -1], [-1, -3]]",,19,18,0,0,0,0,0,0,4.6000000000000005,3.6000000000000005,0,0,-2.220446049250313e-16,0
min_atoms,min_bulk,9,"[[-1, -4], [-2, -3]]","[[0, -5], [-5, 0]]",,21,20,0,0,0,0,0,0,5.4,1.0,0,0,-4.149999999999998,0
min_atoms,min_bulk,10,"[[0, -4], [-5, 1]]","[[4, -4], [3, -4]]",,23,22,0,0,0,0,0,0,3.200000000000001,0.8,0,0,-0.050000000000000044,0
min_atoms,min_bulk,11,"[[4, -1], [5, -4]]","[[3, -1], [3, -2]]",,25,24,0,0,0,0,0,0,11.8,1.5999999999999999,0,0,0.84,0
min_atoms,min_bulk,12,"[[3, 0], [3, -5]]","[[-4, 1], [-4, 2]]",,27,26,0,0,0,0,0,0,6.0,1.7999999999999998,0,0,-0.22999999999999987,0
min_atoms,min_bulk,13,"[[-4, 4], [5, -1]]","[[-3, 4], [-2, 4]]",,29,28,0,0,0,0,0,0,1.0,4.0,0,0,-1.6800000000000002,0
min_atoms,min_bulk,14,"[[5, -2], [5, -3]]","[[5, 0], [5, -5]]",,31,30,0,0,0,0,0,0,1.4,0.8,0,0,-7.75,0
min_atoms,min_bulk,15,"[[1, 4], [4, 1]]","[[4, 0], [4, -2]]",,33,32,0,0,0,0,0,0,0.0,1.5999999999999999,0,0,-0.9100000000000001,0
min_atoms,min_family,0,"[[1, 0], [1, -1]]","[[0, -1], [0, 1]]",,3,2,0,0,0,0,0,0,17.599999999999998,6.2,0,0,0.0,0
min_atoms,min_family,1,"[[1, -2], [0, -2]]","[[2, -2], [0, 2]]",,5,4,1,0,1,0,0,0,17.199999999999996,16.799999999999997,1,0,0.0,0
min_atoms,min_family,2,"[[2, 0], [0, 3]]","[[-1, -1], [1, 1]]",,7,6,0,0,0,0,0,0,10.399999999999999,8.2,0,0,0.0,0
min_atoms,min_family,3,"[[-1, 0], [-1, 1]]","[[-1, 2], [3, 0]]",,9,8,0,0,0,0,0,0,10.599999999999998,7.4,0,0,0.0,0
min_atoms,min_family,4,"[[-2, 2], [1, -3]]","[[-2, 0], [1, -4]]",,11,10,0,0,0,0,0,0,8.8,5.200000000000002,0,0,0.0,0
min_atoms,min_family,5,"[[-1, -2], [-2, -1]]","[[3, -3], [2, -3]]",,13,12,0,0,0,0,0,0,10.4,8.200000000000001,0,0,0.0,0
min_atoms,min_family,6,"[[3, -1], [3, -2]]","[[2, -1], [-3, 0]]",,15,14,0,0,0,0,0,0,9.8,5.600000000000001,0,0,0.0,0
min_atoms,min_family,7,"[[-3, 1], [-3, 3]]","[[-2, 3], [-1, 3]]",,17,16,0,0,0,0,0,0,12.0,8.4,0,0,0.0,0
min_atoms,min_family,8,"[[2, -4], [-2, -2]]","[[-4, 4], [-3, -2]]",,19,18,0,0,0,0,0,0,10.0,3.1999999999999997,0,0,0.0,0
min_atoms,min_family,9,"[[1, 2], [2, 1]]","[[-2, 1], [-4, 1]]",,21,20,0,0,0,0,0,0,10.400000000000002,4.8,0,0,0.0,0
min_atoms,min_family,10,"[[-4, 0], [-4, 2]]","[[0, -4], [-1, -3]]",,23,22,0,0,0,0,0,0,7.200000000000001,4.0,0,0,0.0,0
min_atoms,min_family,11,"[[-3, 4], [-2, 4]]","[[-3, 2], [-1, 4]]",,25,24,0,0,0,0,0,0,0.6000000000000001,0.0,0,0,0.0,0
min_atoms,min_family,12,"[[0, -3], [4, 0]]","[[4, -1], [4, -2]]",,27,26,0,0,0,0,0,0,1.6,0.6000000000000001,0,0,0.0,0
min_atoms,min_family,13,"[[4, -3], [4, -4]]","[[0, 4], [1, 3]]",,29,28,0,0,0,0,0,0,1.5999999999999999,0.0,0,0,0.0,0
min_atoms,min_family,14,"[[3, -4], [2, 2]]","[[-3, -1], [-4, 3]]",,31,30,0,0,0,0,0,0,0.6000000000000001,0.0,0,0,0.0,0
min_atoms,min_family,15,"[[3, 1], [5, 0]]","[[5, -1], [5, -2]]",,33,32,0,0,0,0,0,0,1.6,0.4,0,0,0.0,0
min_atoms,hybrid,0,"[[1, 0], [1, -1]]","[[0, -1], [0, 1]]",,3,2,0,0,0,0,0,0,17.599999999999998,6.2,0,0,-0.9200000000000006,0
min_atoms,hybrid,1,"[[1, -2], [1, 1]]","[[1, -3], [1, 2]]",,5,4,0,0,0,0,0,0,19.199999999999996,3.2000000000000006,0,0,-4000.02,0
min_atoms,hybrid,2,"[[0, -2], [0, 2]]","[[2, 0], [2, -2]]",,7,6,0,0,0,0,0,0,7.600000000000002,2.8000000000000007,0,0,-0.8799999999999994,0
min_atoms,hybrid,3,"[[2, -1], [4, -1]]","[[3, -1], [3, -2]]",,9,8,0,0,0,0,0,0,7.600000000000001,3.2000000000000006,0,0,-0.27000000000000024,0
min_atoms,hybrid,4,"[[3, -3], [4, -3]]","[[-1, -2], [-1, 3]]",,11,10,0,0,0,0,0,0,7.000000000000002,4.4,0,0,-0.02000000000000024,0
min_atoms,hybrid,5,"[[4, 0], [4, -2]]","[[4, -4], [4, 1]]",,13,12,0,0,0,0,0,0,8.200000000000001,1.0,0,0,-4002.45,0
min_atoms,hybrid,6,"[[-1, 0], [3, 1]]","[[0, -3], [-2, -1]]",,15,14,0,0,0,0,0,0,19.199999999999996,4.0,0,0,1.3600000000000005,0
min_atoms,hybrid,7,"[[1, 3], [2, 2]]","[[0, 4], [5, -1]]",,17,16,0,0,0,0,0,0,19.799999999999994,0.8,0,0,-3997.19,0
min_atoms,hybrid,8,"[[-3, 0], [1, -4]]","[[-1, -1], [-2, 0]]",,19,18,0,0,0,0,0,0,12.599999999999998,1.4,0,0,2.270000000000001,0
min_atoms,hybrid,9,"[[-2, 1], [-3, -1]]","[[-3, 1], [-3, 2]]",,21,20,0,0,0,0,0,0,8.399999999999999,1.2,0,0,1.1800000000000006,0
min_atoms,hybrid,10,"[[-1, -3], [-5, 3]]","[[-3, 3], [0, -4]]",,23,22,0,0,0,0,0,0,7.000000000000002,1.8,0,0,0.8,0
min_atoms,hybrid,11,"[[-5, 1], [-6, 2]]","[[-2, -2], [-4, 0]]",,25,24,0,0,0,0,0,0,7.400000000000001,3.6000000000000005,0,0,-1999.26,0
min_atoms,hybrid,12,"[[-5, 2], [-5, 4]]","[[-5, 0], [-5, 5]]",,27,26,0,0,0,0,0,0,10.8,0.8,0,0,-4001.7200000000003,0
min_atoms,hybrid,13,"[[-4, 4], [-3, 4]]","[[-2, 4], [-1, 4]]",,29,28,0,0,0,0,0,0,5.200000000000001,0.6000000000000001,0,0,0.5,0
min_atoms,hybrid,14,"[[-2, 5], [-1, 6]]","[[5, 0], [5, -2]]",,31,30,0,0,0,0,0,0,9.6,1.2,0,0,0.48,0
min_atoms,hybrid,15,"[[5, -3], [1, 4]]","[[-4, 1], [-4, -1]]",,33,32,0,0,0,0,0,0,5.2,1.0,0,0,0.030000000000000082,0
