run,radius,k,attack_min_weight,turn,black_stones,white_stones,black_obligations,white_obligations,black_tau,white_tau,black_components,white_components,black_support,white_support,black_sector_counts,white_sector_counts,white_added,black_added
r18_t90_k6_w4,18,6,4,29,59,60,80,78,3,3,16,20,74,64,"[2, 16, 10, 23, 7, 0]","[22, 1, 1, 1, 8, 27]","[[8, -5], [8, -6]]","[[-3, -4], [-4, -3]]"
r18_t90_k6_w4,18,6,4,30,61,62,84,83,3,3,16,21,76,69,"[2, 16, 10, 25, 7, 0]","[22, 1, 1, 1, 9, 28]","[[8, -7], [8, -8]]","[[-5, -2], [-6, -1]]"
r18_t90_k6_w4,18,6,4,31,63,64,85,83,3,3,18,21,77,69,"[2, 16, 11, 26, 7, 0]","[22, 1, 1, 1, 11, 28]","[[7, -8], [6, -8]]","[[-7, 0], [-7, 1]]"
r18_t90_k6_w4,18,6,4,32,65,66,93,86,3,3,12,20,78,71,"[2, 16, 13, 26, 7, 0]","[22, 2, 1, 1, 12, 28]","[[5, -8], [-1, 8]]","[[-7, 2], [-7, 3]]"
r18_t90_k6_w4,18,6,4,33,67,68,98,86,3,3,11,20,77,71,"[2, 16, 15, 26, 7, 0]","[24, 2, 1, 1, 12, 28]","[[0, 8], [1, 7]]","[[-7, 4], [-7, 5]]"
r18_t90_k6_w4,18,6,4,34,69,70,100,90,3,3,13,18,79,73,"[2, 17, 16, 26, 7, 0]","[26, 2, 1, 1, 12, 28]","[[2, 6], [3, 5]]","[[-7, 6], [-7, 7]]"
r18_t90_k6_w4,18,6,4,35,71,72,102,93,3,3,13,17,80,74,"[2, 19, 16, 26, 7, 0]","[28, 2, 1, 1, 12, 28]","[[4, 4], [5, 3]]","[[-6, 7], [-5, 7]]"
r18_t90_k6_w4,18,6,4,36,73,74,111,96,3,3,14,16,86,74,"[2, 20, 16, 26, 8, 0]","[30, 2, 1, 1, 12, 28]","[[6, 2], [7, 1]]","[[-4, 7], [2, -8]]"
r18_t90_k6_w4,18,6,4,37,75,76,113,97,3,3,14,17,88,75,"[2, 20, 16, 27, 9, 0]","[31, 2, 1, 1, 12, 29]","[[9, 0], [9, -1]]","[[1, -8], [0, -8]]"
r18_t90_k6_w4,18,6,4,38,77,78,121,100,3,3,15,17,93,77,"[2, 20, 16, 29, 9, 0]","[31, 2, 1, 1, 12, 31]","[[9, -2], [9, -3]]","[[-1, -7], [-2, -6]]"
r18_t90_k6_w4,18,6,4,39,79,80,124,99,3,3,13,19,93,77,"[2, 20, 16, 31, 9, 0]","[31, 2, 1, 1, 12, 33]","[[9, -4], [9, -5]]","[[-3, -5], [-4, -4]]"
r18_t90_k6_w4,18,6,4,40,81,82,126,99,3,3,13,20,93,77,"[2, 20, 16, 33, 9, 0]","[31, 2, 1, 1, 12, 35]","[[9, -6], [9, -7]]","[[-5, -3], [-6, -2]]"
r18_t90_k6_w4,18,6,4,41,83,84,129,100,3,3,14,24,96,79,"[2, 20, 16, 35, 9, 0]","[31, 2, 1, 1, 13, 36]","[[9, -8], [9, -9]]","[[-7, -1], [-8, 0]]"
r18_t90_k6_w4,18,6,4,42,85,86,132,103,3,3,14,23,97,80,"[2, 20, 18, 35, 9, 0]","[31, 2, 1, 1, 15, 36]","[[8, -9], [7, -9]]","[[-8, 1], [-8, 2]]"
r18_t90_k6_w4,18,6,4,43,87,88,135,106,3,3,13,23,97,82,"[2, 20, 20, 35, 9, 0]","[31, 2, 1, 1, 17, 36]","[[6, -9], [5, -9]]","[[-8, 3], [-8, 4]]"
r18_t90_k6_w4,18,6,4,44,89,90,137,106,3,3,12,23,97,82,"[2, 20, 22, 35, 9, 0]","[31, 4, 1, 1, 17, 36]","[[-3, 9], [-2, 9]]","[[-8, 5], [-8, 6]]"
r18_t90_k6_w4,18,6,4,45,91,92,140,109,3,3,13,24,99,86,"[2, 21, 23, 35, 9, 0]","[32, 5, 1, 1, 17, 36]","[[-1, 9], [0, 9]]","[[-8, 7], [-8, 8]]"
r18_t90_k6_w4,18,6,4,46,93,94,139,116,3,3,15,22,100,91,"[2, 23, 23, 35, 9, 0]","[34, 5, 1, 1, 17, 36]","[[1, 8], [2, 7]]","[[-7, 8], [-6, 8]]"
r18_t90_k6_w4,18,6,4,47,95,96,143,122,3,3,17,21,101,94,"[2, 25, 23, 35, 9, 0]","[36, 5, 1, 1, 17, 36]","[[3, 6], [4, 5]]","[[-5, 8], [-4, 8]]"
r18_t90_k6_w4,18,6,4,48,97,98,143,123,3,3,20,21,103,94,"[2, 25, 23, 35, 11, 0]","[38, 5, 1, 1, 17, 36]","[[5, 4], [6, 3]]","[[2, -9], [1, -9]]"
r18_t90_k6_w4,18,6,4,49,99,100,146,121,3,3,20,21,105,94,"[2, 25, 23, 37, 11, 0]","[40, 5, 1, 1, 17, 36]","[[7, 2], [8, 1]]","[[0, -9], [-1, -8]]"
r18_t90_k6_w4,18,6,4,50,101,102,149,122,3,3,19,22,106,95,"[2, 25, 23, 39, 11, 0]","[41, 5, 1, 1, 17, 37]","[[10, 0], [10, -1]]","[[-2, -7], [-3, -6]]"
r18_t90_k6_w4,18,6,4,51,103,104,148,125,3,3,20,22,106,97,"[2, 25, 23, 41, 11, 0]","[41, 5, 1, 1, 17, 39]","[[10, -2], [10, -3]]","[[-4, -5], [-5, -4]]"
r18_t90_k6_w4,18,6,4,52,105,106,147,125,3,3,19,23,106,97,"[2, 25, 23, 43, 11, 0]","[41, 5, 1, 1, 17, 41]","[[10, -4], [10, -5]]","[[-6, -3], [-7, -2]]"
r18_t90_k6_w4,18,6,4,53,107,108,147,125,3,3,21,23,107,97,"[2, 25, 23, 45, 11, 0]","[41, 5, 1, 1, 17, 43]","[[10, -6], [10, -7]]","[[-8, -1], [-9, 0]]"
r18_t90_k6_w4,18,6,4,54,109,110,146,125,3,3,22,22,108,97,"[2, 25, 25, 45, 11, 0]","[41, 5, 1, 1, 17, 45]","[[10, -8], [10, -9]]","[[-9, 1], [-9, 2]]"
r18_t90_k6_w4,18,6,4,55,111,112,147,125,3,3,21,25,108,99,"[2, 25, 27, 45, 11, 0]","[41, 5, 1, 1, 19, 45]","[[10, -10], [9, -10]]","[[-9, 3], [-9, 4]]"
r18_t90_k6_w4,18,6,4,56,113,114,146,131,3,3,21,19,108,99,"[2, 25, 29, 45, 11, 0]","[41, 5, 1, 1, 21, 45]","[[8, -10], [7, -10]]","[[-9, 5], [-9, 6]]"
r18_t90_k6_w4,18,6,4,57,115,116,145,131,3,3,21,22,108,101,"[2, 25, 31, 45, 11, 0]","[41, 5, 1, 1, 23, 45]","[[6, -10], [5, -10]]","[[-9, 7], [-9, 8]]"
r18_t90_k6_w4,18,6,4,58,117,118,146,131,3,3,23,22,110,101,"[2, 27, 31, 45, 11, 0]","[41, 7, 1, 1, 23, 45]","[[-3, 10], [-2, 10]]","[[-9, 9], [-8, 9]]"
r18_t90_k6_w4,18,6,4,59,119,120,149,140,3,3,20,22,110,109,"[2, 29, 31, 45, 11, 0]","[42, 8, 1, 1, 23, 45]","[[-1, 10], [0, 10]]","[[-7, 9], [-6, 9]]"
r18_t90_k6_w4,18,6,4,60,121,122,150,145,3,3,22,23,112,112,"[2, 29, 31, 45, 13, 0]","[44, 8, 1, 1, 23, 45]","[[1, 9], [2, 8]]","[[2, -10], [1, -10]]"
r18_t90_k6_w4,18,6,4,61,123,124,153,151,3,3,21,23,113,113,"[2, 29, 31, 47, 13, 0]","[46, 8, 1, 1, 23, 45]","[[3, 7], [4, 6]]","[[0, -10], [-1, -9]]"
r18_t90_k6_w4,18,6,4,62,125,126,156,154,3,3,20,22,114,113,"[2, 29, 31, 49, 13, 0]","[48, 8, 1, 1, 23, 45]","[[5, 5], [6, 4]]","[[-2, -8], [-3, -7]]"
r18_t90_k6_w4,18,6,4,63,127,128,155,155,3,3,21,22,114,112,"[2, 29, 31, 51, 13, 0]","[50, 8, 1, 1, 23, 45]","[[7, 3], [8, 2]]","[[-4, -6], [-5, -5]]"
r18_t90_k6_w4,18,6,4,64,129,130,155,154,3,3,21,21,114,112,"[2, 29, 31, 53, 13, 0]","[52, 8, 1, 1, 23, 45]","[[9, 1], [11, 0]]","[[-6, -4], [-7, -3]]"
r18_t90_k6_w4,18,6,4,65,131,132,155,155,3,3,20,23,114,114,"[2, 29, 31, 55, 13, 0]","[52, 8, 1, 1, 23, 47]","[[11, -1], [11, -2]]","[[-8, -2], [-9, -1]]"
r18_t90_k6_w4,18,6,4,66,133,134,156,158,3,3,22,23,116,115,"[2, 29, 32, 56, 13, 0]","[52, 8, 1, 1, 23, 49]","[[11, -3], [11, -4]]","[[-10, 0], [-10, 1]]"
r18_t90_k6_w4,18,6,4,67,135,136,159,158,3,3,20,23,116,115,"[2, 29, 34, 56, 13, 0]","[52, 8, 1, 1, 23, 51]","[[11, -5], [11, -6]]","[[-10, 2], [-10, 3]]"
r18_t90_k6_w4,18,6,4,68,137,138,158,158,3,3,21,23,116,115,"[2, 29, 36, 56, 13, 0]","[52, 8, 1, 1, 23, 53]","[[11, -7], [11, -8]]","[[-10, 4], [-10, 5]]"
r18_t90_k6_w4,18,6,4,69,139,140,158,158,3,3,21,22,116,115,"[2, 29, 38, 56, 13, 0]","[52, 8, 1, 1, 23, 55]","[[11, -9], [11, -10]]","[[-10, 6], [-10, 7]]"
r18_t90_k6_w4,18,6,4,70,141,142,157,159,3,3,21,24,116,117,"[2, 29, 40, 56, 13, 0]","[52, 8, 1, 1, 25, 55]","[[11, -11], [10, -11]]","[[-10, 8], [-10, 9]]"
r18_t90_k6_w4,18,6,4,71,143,144,158,164,3,3,23,19,118,117,"[2, 31, 40, 56, 13, 0]","[52, 8, 1, 1, 27, 55]","[[9, -11], [8, -11]]","[[-10, 10], [-9, 10]]"
r18_t90_k6_w4,18,6,4,72,145,146,161,163,3,3,20,21,118,118,"[2, 33, 40, 56, 13, 0]","[52, 8, 1, 1, 29, 55]","[[7, -11], [6, -11]]","[[-8, 10], [-7, 10]]"
r18_t90_k6_w4,18,6,4,73,147,148,162,164,3,3,23,22,119,119,"[2, 34, 40, 56, 14, 0]","[52, 9, 1, 1, 30, 55]","[[5, -11], [-5, 11]]","[[-6, 10], [2, -11]]"
r18_t90_k6_w4,18,6,4,74,149,150,162,164,3,3,24,22,120,119,"[2, 34, 40, 57, 15, 0]","[52, 11, 1, 1, 30, 55]","[[-4, 11], [-3, 11]]","[[1, -11], [0, -11]]"
r18_t90_k6_w4,18,6,4,75,151,152,165,169,3,3,24,25,122,122,"[2, 34, 40, 59, 15, 0]","[52, 13, 1, 1, 30, 55]","[[-2, 11], [-1, 11]]","[[-1, -10], [-2, -9]]"
r18_t90_k6_w4,18,6,4,76,153,154,167,170,3,3,23,28,122,124,"[2, 34, 40, 61, 15, 0]","[54, 13, 1, 1, 30, 55]","[[0, 11], [1, 10]]","[[-3, -8], [-4, -7]]"
r18_t90_k6_w4,18,6,4,77,155,156,167,172,3,3,23,28,122,125,"[2, 34, 40, 63, 15, 0]","[56, 13, 1, 1, 30, 55]","[[2, 9], [3, 8]]","[[-5, -6], [-6, -5]]"
r18_t90_k6_w4,18,6,4,78,157,158,167,170,3,3,23,29,122,125,"[2, 34, 40, 65, 15, 0]","[58, 13, 1, 1, 30, 55]","[[4, 7], [5, 6]]","[[-7, -4], [-8, -3]]"
r18_t90_k6_w4,18,6,4,79,159,160,167,169,3,3,22,30,122,125,"[2, 34, 40, 67, 15, 0]","[60, 13, 1, 1, 30, 55]","[[6, 5], [7, 4]]","[[-9, -2], [-10, -1]]"
r18_t90_k6_w4,18,6,4,80,161,162,168,169,3,3,24,29,124,124,"[2, 34, 41, 68, 15, 0]","[62, 13, 1, 1, 30, 55]","[[8, 3], [9, 2]]","[[-11, 0], [-11, 1]]"
r18_t90_k6_w4,18,6,4,81,163,164,171,168,3,3,22,28,124,124,"[2, 34, 43, 68, 15, 0]","[64, 13, 1, 1, 30, 55]","[[10, 1], [12, 0]]","[[-11, 2], [-11, 3]]"
r18_t90_k6_w4,18,6,4,82,165,166,170,169,3,3,23,30,124,126,"[2, 34, 45, 68, 15, 0]","[64, 13, 1, 1, 30, 57]","[[12, -1], [12, -2]]","[[-11, 4], [-11, 5]]"
r18_t90_k6_w4,18,6,4,83,167,168,170,172,3,3,23,30,124,127,"[2, 34, 47, 68, 15, 0]","[64, 13, 1, 1, 30, 59]","[[12, -3], [12, -4]]","[[-11, 6], [-11, 7]]"
r18_t90_k6_w4,18,6,4,84,169,170,170,172,3,3,22,30,124,127,"[2, 34, 49, 68, 15, 0]","[64, 13, 1, 1, 30, 61]","[[12, -5], [12, -6]]","[[-11, 8], [-11, 9]]"
r18_t90_k6_w4,18,6,4,85,171,172,171,172,3,3,23,30,125,127,"[2, 35, 50, 68, 15, 0]","[64, 13, 1, 1, 30, 63]","[[12, -7], [12, -8]]","[[-11, 10], [-11, 11]]"
r18_t90_k6_w4,18,6,4,86,173,174,171,172,3,3,24,29,126,127,"[2, 37, 50, 68, 15, 0]","[64, 13, 1, 1, 30, 65]","[[12, -9], [12, -10]]","[[-10, 11], [-9, 11]]"
r18_t90_k6_w4,18,6,4,87,175,176,174,173,3,3,21,30,126,128,"[2, 38, 50, 68, 16, 0]","[64, 13, 1, 1, 31, 66]","[[12, -11], [12, -12]]","[[-8, 11], [4, -12]]"
r18_t90_k6_w4,18,6,4,88,177,178,175,173,3,3,22,31,127,129,"[2, 38, 50, 68, 18, 0]","[64, 13, 1, 1, 33, 66]","[[11, -12], [10, -12]]","[[3, -12], [2, -12]]"
r18_t90_k6_w4,18,6,4,89,179,180,179,177,3,3,24,27,131,129,"[2, 38, 50, 69, 19, 0]","[64, 13, 1, 1, 35, 66]","[[9, -12], [8, -12]]","[[1, -12], [0, -12]]"
r18_t90_k6_w5,18,6,5,0,1,2,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1]","[[2, 0], [2, -1]]",[]
r18_t90_k6_w5,18,6,5,1,3,4,0,0,0,0,0,0,0,0,"[0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 2, 1]","[[2, -2], [1, -2]]","[[-1, 0], [-1, 1]]"
r18_t90_k6_w5,18,6,5,2,5,6,0,0,0,0,0,0,0,0,"[0, 1, 1, 2, 0, 0]","[2, 0, 0, 1, 2, 1]","[[0, -2], [0, 2]]","[[-2, 0], [-2, 1]]"
r18_t90_k6_w5,18,6,5,3,7,8,3,0,2,0,1,0,4,0,"[0, 2, 1, 3, 0, 0]","[4, 0, 0, 1, 2, 1]","[[1, 1], [3, 0]]","[[-2, 2], [-2, -1]]"
r18_t90_k6_w5,18,6,5,4,9,10,5,6,3,3,2,1,7,7,"[0, 2, 2, 4, 0, 0]","[4, 0, 0, 1, 2, 3]","[[3, -1], [3, -2]]","[[-3, 0], [-3, 1]]"
r18_t90_k6_w5,18,6,5,5,11,12,10,12,3,3,4,3,14,15,"[0, 3, 3, 4, 0, 0]","[4, 0, 0, 1, 4, 3]","[[3, -3], [2, -3]]","[[-3, 2], [-3, 3]]"
r18_t90_k6_w5,18,6,5,6,13,14,11,14,3,3,5,3,14,17,"[0, 4, 3, 5, 0, 0]","[4, 0, 0, 2, 5, 3]","[[1, -3], [0, -3]]","[[-2, 3], [-2, -2]]"
r18_t90_k6_w5,18,6,5,7,15,16,13,15,3,3,7,4,14,19,"[0, 4, 3, 7, 0, 0]","[6, 0, 0, 2, 5, 3]","[[0, 3], [1, 2]]","[[-3, -1], [-4, 0]]"
r18_t90_k6_w5,18,6,5,8,17,18,15,19,3,3,8,5,17,22,"[0, 4, 5, 7, 0, 0]","[8, 0, 0, 2, 5, 3]","[[2, 1], [4, 0]]","[[-4, 1], [-4, 2]]"
r18_t90_k6_w5,18,6,5,9,19,20,22,21,3,3,12,9,24,23,"[0, 5, 6, 7, 0, 0]","[8, 0, 0, 2, 5, 5]","[[4, -1], [4, -2]]","[[-4, 3], [-4, 4]]"
r18_t90_k6_w5,18,6,5,10,21,22,22,24,3,3,12,11,24,25,"[0, 7, 6, 7, 0, 0]","[8, 0, 0, 2, 6, 6]","[[4, -3], [4, -4]]","[[-3, 4], [-2, 4]]"
r18_t90_k6_w5,18,6,5,11,23,24,23,25,3,3,13,12,26,25,"[0, 7, 6, 8, 1, 0]","[8, 0, 0, 2, 8, 6]","[[3, -4], [2, -4]]","[[1, -5], [0, -5]]"
r18_t90_k6_w5,18,6,5,12,25,26,23,24,3,3,13,12,26,24,"[0, 7, 6, 10, 1, 0]","[10, 0, 0, 2, 8, 6]","[[0, 4], [1, 3]]","[[-1, -4], [-2, -3]]"
r18_t90_k6_w5,18,6,5,13,27,28,26,28,3,3,13,13,28,27,"[0, 7, 6, 12, 1, 0]","[12, 0, 0, 2, 8, 6]","[[2, 2], [3, 1]]","[[-3, -2], [-4, -1]]"
r18_t90_k6_w5,18,6,5,14,29,30,29,33,3,3,15,13,31,32,"[0, 7, 7, 13, 1, 0]","[13, 0, 0, 2, 8, 7]","[[5, 0], [5, -1]]","[[-5, 0], [-5, 1]]"
r18_t90_k6_w5,18,6,5,15,31,32,40,36,3,3,14,15,41,37,"[0, 7, 9, 13, 1, 0]","[13, 0, 0, 2, 8, 9]","[[5, -2], [5, -3]]","[[-5, 2], [-5, 3]]"
r18_t90_k6_w5,18,6,5,16,33,34,44,45,3,3,17,15,44,44,"[0, 8, 10, 13, 1, 0]","[13, 0, 0, 2, 9, 10]","[[5, -4], [5, -5]]","[[-5, 4], [-5, 5]]"
r18_t90_k6_w5,18,6,5,17,35,36,44,49,3,3,17,13,44,46,"[0, 10, 10, 13, 1, 0]","[13, 0, 0, 2, 11, 10]","[[4, -5], [3, -5]]","[[-4, 5], [-3, 5]]"
r18_t90_k6_w5,18,6,5,18,37,38,44,50,3,3,17,13,44,47,"[0, 10, 10, 13, 3, 0]","[14, 1, 0, 2, 11, 10]","[[-1, 5], [0, 5]]","[[2, -6], [1, -6]]"
r18_t90_k6_w5,18,6,5,19,39,40,44,53,3,3,17,12,44,49,"[0, 10, 10, 15, 3, 0]","[16, 1, 0, 2, 11, 10]","[[1, 4], [2, 3]]","[[0, -6], [-1, -5]]"
r18_t90_k6_w5,18,6,5,20,41,42,47,60,3,3,16,11,46,53,"[0, 10, 10, 17, 3, 0]","[18, 1, 0, 2, 11, 10]","[[3, 2], [4, 1]]","[[-2, -4], [-3, -3]]"
r18_t90_k6_w5,18,6,5,21,43,44,50,62,3,3,16,14,48,54,"[0, 10, 10, 19, 3, 0]","[19, 1, 0, 2, 11, 11]","[[6, 0], [6, -1]]","[[-4, -2], [-5, -1]]"
r18_t90_k6_w5,18,6,5,22,45,46,51,65,3,3,18,14,50,56,"[0, 10, 11, 20, 3, 0]","[19, 1, 0, 2, 11, 13]","[[6, -2], [6, -3]]","[[-6, 0], [-6, 1]]"
r18_t90_k6_w5,18,6,5,23,47,48,56,68,3,3,21,15,51,56,"[0, 10, 13, 20, 3, 0]","[19, 1, 0, 2, 11, 15]","[[6, -4], [6, -5]]","[[-6, 2], [-6, 3]]"
r18_t90_k6_w5,18,6,5,24,49,50,59,68,3,3,22,18,52,58,"[0, 10, 15, 20, 3, 0]","[19, 1, 0, 2, 13, 15]","[[6, -6], [5, -6]]","[[-6, 4], [-6, 5]]"
r18_t90_k6_w5,18,6,5,25,51,52,62,68,3,3,21,19,53,58,"[0, 12, 15, 20, 3, 0]","[19, 2, 0, 2, 14, 15]","[[4, -6], [-2, 6]]","[[-6, 6], [-5, 6]]"
r18_t90_k6_w5,18,6,5,26,53,54,62,68,3,3,21,20,53,57,"[0, 13, 15, 20, 4, 0]","[20, 3, 0, 2, 14, 15]","[[-1, 6], [0, 6]]","[[-4, 6], [3, -7]]"
r18_t90_k6_w5,18,6,5,27,55,56,62,68,3,3,21,21,53,57,"[0, 13, 15, 20, 6, 0]","[22, 3, 0, 2, 14, 15]","[[1, 5], [2, 4]]","[[2, -7], [1, -7]]"
r18_t90_k6_w5,18,6,5,28,57,58,67,74,3,3,22,22,59,60,"[0, 13, 15, 22, 6, 0]","[24, 3, 0, 2, 14, 15]","[[3, 3], [4, 2]]","[[0, -7], [-1, -6]]"
r18_t90_k6_w5,18,6,5,29,59,60,72,72,3,3,19,22,61,60,"[0, 13, 15, 24, 6, 0]","[26, 3, 0, 2, 14, 15]","[[5, 1], [7, 0]]","[[-2, -5], [-3, -4]]"
r18_t90_k6_w5,18,6,5,30,61,62,74,73,3,3,18,24,61,62,"[0, 13, 15, 26, 6, 0]","[26, 3, 0, 2, 14, 17]","[[7, -1], [7, -2]]","[[-4, -3], [-5, -2]]"
r18_t90_k6_w5,18,6,5,31,63,64,75,76,3,3,21,23,63,63,"[0, 13, 15, 28, 6, 0]","[26, 3, 0, 2, 14, 19]","[[7, -3], [7, -4]]","[[-6, -1], [-7, 0]]"
r18_t90_k6_w5,18,6,5,32,65,66,75,77,3,3,22,22,64,63,"[0, 13, 17, 28, 6, 0]","[26, 3, 0, 2, 14, 21]","[[7, -5], [7, -6]]","[[-7, 1], [-7, 2]]"
r18_t90_k6_w5,18,6,5,33,67,68,77,78,3,3,20,24,64,65,"[0, 13, 19, 28, 6, 0]","[26, 3, 0, 2, 16, 21]","[[7, -7], [6, -7]]","[[-7, 3], [-7, 4]]"
r18_t90_k6_w5,18,6,5,34,69,70,76,78,3,3,19,24,62,65,"[0, 13, 21, 28, 6, 0]","[26, 4, 0, 2, 17, 21]","[[5, -7], [-3, 7]]","[[-7, 5], [-7, 6]]"
r18_t90_k6_w5,18,6,5,35,71,72,76,78,3,3,22,24,64,65,"[0, 15, 21, 28, 6, 0]","[26, 6, 0, 2, 17, 21]","[[-2, 7], [-1, 7]]","[[-7, 7], [-6, 7]]"
r18_t90_k6_w5,18,6,5,36,73,74,80,81,3,3,20,24,66,68,"[0, 16, 21, 28, 7, 0]","[28, 6, 0, 2, 17, 21]","[[0, 7], [1, 6]]","[[-5, 7], [4, -8]]"
r18_t90_k6_w5,18,6,5,37,75,76,80,88,3,3,20,20,66,70,"[0, 16, 21, 28, 9, 0]","[30, 6, 0, 2, 17, 21]","[[2, 5], [3, 4]]","[[3, -8], [2, -8]]"
r18_t90_k6_w5,18,6,5,38,77,78,88,88,3,3,23,22,75,69,"[0, 16, 21, 29, 10, 0]","[32, 6, 0, 2, 17, 21]","[[4, 3], [5, 2]]","[[1, -8], [0, -8]]"
r18_t90_k6_w5,18,6,5,39,79,80,92,87,3,3,23,21,76,69,"[0, 16, 21, 31, 10, 0]","[34, 6, 0, 2, 17, 21]","[[6, 1], [8, 0]]","[[-1, -7], [-2, -6]]"
r18_t90_k6_w5,18,6,5,40,81,82,97,88,3,3,21,23,77,71,"[0, 16, 21, 33, 10, 0]","[34, 6, 0, 2, 17, 23]","[[8, -1], [8, -2]]","[[-3, -5], [-4, -4]]"
r18_t90_k6_w5,18,6,5,41,83,84,99,91,3,3,21,23,77,72,"[0, 16, 21, 35, 10, 0]","[34, 6, 0, 2, 17, 25]","[[8, -3], [8, -4]]","[[-5, -3], [-6, -2]]"
r18_t90_k6_w5,18,6,5,42,85,86,100,90,3,3,22,23,78,72,"[0, 16, 21, 37, 10, 0]","[34, 6, 0, 2, 17, 27]","[[8, -5], [8, -6]]","[[-7, -1], [-8, 0]]"
r18_t90_k6_w5,18,6,5,43,87,88,100,93,3,3,23,22,79,73,"[0, 16, 23, 37, 10, 0]","[34, 6, 0, 2, 18, 28]","[[8, -7], [8, -8]]","[[-8, 1], [-8, 2]]"
r18_t90_k6_w5,18,6,5,44,89,90,101,93,3,3,22,23,78,74,"[0, 16, 25, 37, 10, 0]","[34, 6, 0, 2, 20, 28]","[[7, -8], [6, -8]]","[[-8, 3], [-8, 4]]"
r18_t90_k6_w5,18,6,5,45,91,92,99,93,3,3,22,23,77,74,"[0, 16, 27, 37, 10, 0]","[34, 8, 0, 2, 20, 28]","[[-4, 8], [-3, 8]]","[[-8, 5], [-8, 6]]"
r18_t90_k6_w5,18,6,5,46,93,94,102,99,3,3,21,21,78,78,"[0, 17, 28, 37, 10, 0]","[34, 10, 0, 2, 20, 28]","[[-2, 8], [-1, 8]]","[[-8, 7], [-8, 8]]"
r18_t90_k6_w5,18,6,5,47,95,96,101,99,3,3,23,25,79,79,"[0, 19, 28, 37, 10, 0]","[36, 10, 0, 2, 20, 28]","[[0, 8], [1, 7]]","[[-7, 8], [-6, 8]]"
r18_t90_k6_w5,18,6,5,48,97,98,102,101,3,3,24,26,79,79,"[0, 19, 28, 37, 12, 0]","[38, 10, 0, 2, 20, 28]","[[2, 6], [3, 5]]","[[5, -9], [4, -9]]"
r18_t90_k6_w5,18,6,5,49,99,100,107,100,3,3,23,27,82,79,"[0, 19, 28, 37, 14, 0]","[40, 10, 0, 2, 20, 28]","[[4, 4], [5, 3]]","[[3, -9], [2, -9]]"
r18_t90_k6_w5,18,6,5,50,101,102,109,99,3,3,27,25,84,78,"[0, 19, 28, 38, 15, 0]","[42, 10, 0, 2, 20, 28]","[[6, 2], [7, 1]]","[[1, -9], [0, -9]]"
r18_t90_k6_w5,18,6,5,51,103,104,108,100,3,3,28,26,85,79,"[0, 19, 28, 40, 15, 0]","[43, 10, 0, 2, 20, 29]","[[9, 0], [9, -1]]","[[-1, -8], [-2, -7]]"
r18_t90_k6_w5,18,6,5,52,105,106,110,103,3,3,27,26,85,81,"[0, 19, 28, 42, 15, 0]","[43, 10, 0, 2, 20, 31]","[[9, -2], [9, -3]]","[[-3, -6], [-4, -5]]"
r18_t90_k6_w5,18,6,5,53,107,108,108,103,3,3,28,27,85,81,"[0, 19, 28, 44, 15, 0]","[43, 10, 0, 2, 20, 33]","[[9, -4], [9, -5]]","[[-5, -4], [-6, -3]]"
r18_t90_k6_w5,18,6,5,54,109,110,108,102,3,3,27,27,85,81,"[0, 19, 28, 46, 15, 0]","[43, 10, 0, 2, 20, 35]","[[9, -6], [9, -7]]","[[-7, -2], [-8, -1]]"
r18_t90_k6_w5,18,6,5,55,111,112,109,105,3,3,29,26,87,82,"[0, 19, 29, 47, 15, 0]","[43, 10, 0, 2, 21, 36]","[[9, -8], [9, -9]]","[[-9, 0], [-9, 1]]"
r18_t90_k6_w5,18,6,5,56,113,114,111,105,3,3,27,27,86,83,"[0, 19, 31, 47, 15, 0]","[43, 10, 0, 2, 23, 36]","[[8, -9], [7, -9]]","[[-9, 2], [-9, 3]]"
r18_t90_k6_w5,18,6,5,57,115,116,109,105,3,3,28,27,85,83,"[0, 19, 33, 47, 15, 0]","[43, 12, 0, 2, 23, 36]","[[-5, 9], [-4, 9]]","[[-9, 4], [-9, 5]]"
r18_t90_k6_w5,18,6,5,58,117,118,108,110,3,3,28,26,85,86,"[0, 19, 35, 47, 15, 0]","[43, 14, 0, 2, 23, 36]","[[-3, 9], [-2, 9]]","[[-9, 6], [-9, 7]]"
r18_t90_k6_w5,18,6,5,59,119,120,111,111,3,3,27,29,86,88,"[0, 20, 36, 47, 15, 0]","[44, 15, 0, 2, 23, 36]","[[-1, 9], [0, 9]]","[[-9, 8], [-9, 9]]"
r18_t90_k6_w5,18,6,5,60,121,122,111,110,3,3,28,30,87,88,"[0, 22, 36, 47, 15, 0]","[46, 15, 0, 2, 23, 36]","[[1, 8], [2, 7]]","[[-8, 9], [-7, 9]]"
r18_t90_k6_w5,18,6,5,61,123,124,111,111,3,3,28,29,87,87,"[0, 22, 36, 47, 17, 0]","[48, 15, 0, 2, 23, 36]","[[3, 6], [4, 5]]","[[6, -10], [5, -10]]"
r18_t90_k6_w5,18,6,5,62,125,126,116,111,3,3,27,29,90,87,"[0, 22, 36, 47, 19, 0]","[50, 15, 0, 2, 23, 36]","[[5, 4], [6, 3]]","[[4, -10], [3, -10]]"
