run,radius,k,attack_min_weight,turn,black_stones,white_stones,black_obligations,white_obligations,black_tau,white_tau,black_components,white_components,black_support,white_support,black_sector_counts,white_sector_counts,white_added,black_added
r18_t90_k6_w5,18,6,5,63,127,128,116,110,3,3,29,27,91,86,"[0, 22, 36, 47, 21, 0]","[52, 15, 0, 2, 23, 36]","[[7, 2], [8, 1]]","[[2, -10], [1, -10]]"
r18_t90_k6_w5,18,6,5,64,129,130,117,111,3,3,31,28,93,87,"[0, 22, 36, 49, 21, 0]","[53, 15, 0, 2, 23, 37]","[[10, 0], [10, -1]]","[[0, -10], [-1, -9]]"
r18_t90_k6_w5,18,6,5,65,131,132,120,114,3,3,29,28,93,89,"[0, 22, 36, 51, 21, 0]","[53, 15, 0, 2, 23, 39]","[[10, -2], [10, -3]]","[[-2, -8], [-3, -7]]"
r18_t90_k6_w5,18,6,5,66,133,134,119,114,3,3,30,29,93,89,"[0, 22, 36, 53, 21, 0]","[53, 15, 0, 2, 23, 41]","[[10, -4], [10, -5]]","[[-4, -6], [-5, -5]]"
r18_t90_k6_w5,18,6,5,67,135,136,119,114,3,3,30,28,93,89,"[0, 22, 36, 55, 21, 0]","[53, 15, 0, 2, 23, 43]","[[10, -6], [10, -7]]","[[-6, -4], [-7, -3]]"
r18_t90_k6_w5,18,6,5,68,137,138,119,115,3,3,29,27,93,89,"[0, 22, 36, 57, 21, 0]","[53, 15, 0, 2, 23, 45]","[[10, -8], [10, -9]]","[[-8, -2], [-9, -1]]"
r18_t90_k6_w5,18,6,5,69,139,140,120,116,3,3,31,29,95,91,"[0, 22, 37, 58, 21, 0]","[53, 15, 0, 2, 25, 45]","[[10, -10], [9, -10]]","[[-10, 0], [-10, 1]]"
r18_t90_k6_w5,18,6,5,70,141,142,121,116,3,3,29,29,93,91,"[0, 22, 39, 58, 21, 0]","[53, 16, 0, 2, 26, 45]","[[8, -10], [-6, 10]]","[[-10, 2], [-10, 3]]"
r18_t90_k6_w5,18,6,5,71,143,144,120,116,3,3,30,29,93,91,"[0, 22, 41, 58, 21, 0]","[53, 18, 0, 2, 26, 45]","[[-5, 10], [-4, 10]]","[[-10, 4], [-10, 5]]"
r18_t90_k6_w5,18,6,5,72,145,146,120,121,3,3,29,30,93,95,"[0, 22, 43, 58, 21, 0]","[53, 20, 0, 2, 26, 45]","[[-3, 10], [-2, 10]]","[[-10, 6], [-10, 7]]"
r18_t90_k6_w5,18,6,5,73,147,148,121,122,3,3,28,31,93,96,"[0, 22, 45, 58, 21, 0]","[54, 21, 0, 2, 26, 45]","[[-1, 10], [0, 10]]","[[-10, 8], [-10, 9]]"
r18_t90_k6_w5,18,6,5,74,149,150,122,122,3,3,30,32,95,97,"[0, 24, 45, 58, 21, 0]","[56, 21, 0, 2, 26, 45]","[[1, 9], [2, 8]]","[[-10, 10], [-9, 10]]"
r18_t90_k6_w5,18,6,5,75,151,152,122,122,3,3,30,31,95,95,"[0, 25, 45, 58, 22, 0]","[58, 21, 0, 2, 26, 45]","[[3, 7], [4, 6]]","[[-8, 10], [7, -11]]"
r18_t90_k6_w5,18,6,5,76,153,154,122,122,3,3,30,31,95,95,"[0, 25, 45, 58, 24, 0]","[60, 21, 0, 2, 26, 45]","[[5, 5], [6, 4]]","[[6, -11], [5, -11]]"
r18_t90_k6_w5,18,6,5,77,155,156,127,122,3,3,32,30,99,94,"[0, 25, 45, 58, 26, 0]","[62, 21, 0, 2, 26, 45]","[[7, 3], [8, 2]]","[[4, -11], [3, -11]]"
r18_t90_k6_w5,18,6,5,78,157,158,127,121,3,3,31,29,99,94,"[0, 25, 45, 58, 28, 0]","[64, 21, 0, 2, 26, 45]","[[9, 1], [11, 0]]","[[2, -11], [1, -11]]"
r18_t90_k6_w5,18,6,5,79,159,160,128,122,3,3,33,31,101,96,"[0, 25, 45, 60, 28, 0]","[64, 21, 0, 2, 26, 47]","[[11, -1], [11, -2]]","[[0, -11], [-1, -10]]"
r18_t90_k6_w5,18,6,5,80,161,162,131,125,3,3,31,31,101,97,"[0, 25, 45, 62, 28, 0]","[64, 21, 0, 2, 26, 49]","[[11, -3], [11, -4]]","[[-2, -9], [-3, -8]]"
r18_t90_k6_w5,18,6,5,81,163,164,130,125,3,3,32,31,101,97,"[0, 25, 45, 64, 28, 0]","[64, 21, 0, 2, 26, 51]","[[11, -5], [11, -6]]","[[-4, -7], [-5, -6]]"
r18_t90_k6_w5,18,6,5,82,165,166,130,125,3,3,32,30,101,97,"[0, 25, 45, 66, 28, 0]","[64, 21, 0, 2, 26, 53]","[[11, -7], [11, -8]]","[[-6, -5], [-7, -4]]"
r18_t90_k6_w5,18,6,5,83,167,168,130,126,3,3,31,29,101,97,"[0, 25, 45, 68, 28, 0]","[64, 21, 0, 2, 26, 55]","[[11, -9], [11, -10]]","[[-8, -3], [-9, -2]]"
r18_t90_k6_w5,18,6,5,84,169,170,131,127,3,3,32,31,102,99,"[0, 25, 45, 70, 28, 0]","[64, 21, 0, 2, 28, 55]","[[11, -11], [10, -11]]","[[-10, -1], [-11, 0]]"
r18_t90_k6_w5,18,6,5,85,171,172,129,127,3,3,33,31,101,99,"[0, 25, 47, 70, 28, 0]","[64, 22, 0, 2, 29, 55]","[[9, -11], [-7, 11]]","[[-11, 1], [-11, 2]]"
r18_t90_k6_w5,18,6,5,86,173,174,131,127,3,3,32,31,101,99,"[0, 25, 49, 70, 28, 0]","[64, 24, 0, 2, 29, 55]","[[-6, 11], [-5, 11]]","[[-11, 3], [-11, 4]]"
r18_t90_k6_w5,18,6,5,87,175,176,131,132,3,3,32,33,101,103,"[0, 25, 51, 70, 28, 0]","[64, 26, 0, 2, 29, 55]","[[-4, 11], [-3, 11]]","[[-11, 5], [-11, 6]]"
r18_t90_k6_w5,18,6,5,88,177,178,131,132,3,3,31,32,101,103,"[0, 25, 53, 70, 28, 0]","[64, 28, 0, 2, 29, 55]","[[-2, 11], [-1, 11]]","[[-11, 7], [-11, 8]]"
r18_t90_k6_w5,18,6,5,89,179,180,132,133,3,3,30,34,101,105,"[0, 25, 55, 70, 28, 0]","[66, 28, 0, 2, 29, 55]","[[0, 11], [1, 10]]","[[-11, 9], [-11, 10]]"
