template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts
T_0334,E000000330,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-1,1],[1,-3]]","[[[-5,0]],[[2,0]],[[-4,2],[-3,1]],[[-3,1],[2,-4]],[[2,-4],[3,-5]],[[-5,-1],[-4,-1],[-3,-1]],[[-4,-1],[-3,-1],[1,-1]],[[-3,-1],[1,-1],[2,-1]],[[-2,1],[-2,2],[-2,3]],[[-1,-4],[-1,-3],[-1,-2]],[[-1,-3],[-1,-2],[-1,2]],[[-1,-2],[-1,2],[-1,3]],[[-1,2],[-1,3],[-1,4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-1],[2,-1],[3,-1]]]",11,1,18,27,"(-4, 2)",kink,kink_bridge,three-axis,f723a92d5c9d45fc541f56a722e638d069726079,1,1,27,18,"{""1"":2,""2"":3,""3"":13}",2,3,11,-1,0.1111111111111111,"-8.105e-16,-4.192e-16,-3.697e-16,-2.388e-16,4.027e-16,4.453e-16,7.403e-16,0.5858","{""adversarial"":1}"
T_0335,E000000331,exact,6,4,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-4,1],[0,-3]]","[[[-5,0]],[[2,0]],[[-5,2],[-1,-2]],[[-3,-1],[1,-1]],[[-1,-2],[1,-4]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[1,-1],[3,-1]]]",11,0,9,12,"(-4, 0)",rail,rail_ladder,three-axis,e94d0545a1f3880d76a6eead9eb049adac5f2c0a,1,1,12,9,"{""1"":2,""2"":7}",2,7,6,3,0.1111111111111111,"0,0,3.925e-17,3.925e-17,5.045e-17,0.5858,1,1","{""adversarial"":1}"
T_0336,E000000332,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-4,1],[0,-3]]","[[[-5,0]],[[2,0]],[[-5,2],[-1,-2]],[[-1,-2],[1,-4]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[-7,4],[-6,3],[-5,2]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",11,1,17,26,"(-4, 0)",rail,rail_ladder,three-axis,1ceb3ac064012a02f2f10b6538a18f0c8fae1718,1,1,26,17,"{""1"":2,""2"":5,""3"":10}",2,5,11,-1,0.10294117647058823,"-7.644e-16,-5.63e-16,-2.669e-16,1.877e-16,2.235e-16,7.543e-16,1.422e-15,0.5188","{""adversarial"":1}"
T_0337,E000000333,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[-3,2]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-3, 0)",rail,rail_ladder,three-axis,ee71ce49841f036cd9fbae3160a6ddde31c2ed6e,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0338,E000000334,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-3,-1],[-3,2]]","[[[-5,0]],[[2,0]],[[-2,-1],[1,-1]],[[-7,3],[-6,2],[-5,1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[-2,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-5,4],[-4,3],[-2,1]],[[-4,2],[-3,1],[1,-3]],[[-4,3],[-2,1],[1,-2]],[[-3,-3],[-3,-2],[-3,1]],[[-3,-2],[-3,1],[-3,3]],[[-3,1],[-3,3],[-3,4]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[1,-2],[2,-3]],[[-1,-3],[0,-4],[1,-5]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[3,-1],[4,-1]]]",11,0,23,34,"(-3, 0)",rail,rail,three-axis,17b0450e9310c4a45162bda6f12632a295208343,1,1,34,23,"{""1"":2,""2"":1,""3"":20}",2,1,10,-1,0.1422924901185771,"-1.072e-15,-5.445e-16,1.15e-17,1.837e-16,5.152e-16,1.659e-15,0.4384,0.5728","{""adversarial"":1}"
T_0339,E000000335,exact,5,3,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-4,1],[1,-3]]","[[[-5,0]],[[2,0]],[[-4,2],[-3,1]],[[-3,-1],[1,-1]],[[-3,1],[2,-4]],[[1,-1],[3,-1]],[[2,-4],[3,-5]]]",11,0,7,9,"(-5, 1)",kink,kink_bridge,three-axis,dedfe58775ed86633100fe1235ac8decbc588d24,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"0,0,3.925e-17,5.045e-17,0.5858,1,2,3","{""adversarial"":1}"
T_0340,E000000336,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-4,1],[1,-3]]","[[[-5,0]],[[2,0]],[[-4,2],[-3,1]],[[-3,1],[2,-4]],[[2,-4],[3,-5]],[[-7,4],[-6,3],[-5,2]],[[-6,3],[-5,2],[-1,-2]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,2],[-1,-2],[0,-3]],[[-4,-1],[-3,-1],[1,-1]],[[-3,-1],[1,-1],[2,-1]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[0,-3],[1,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-1],[2,-1],[3,-1]]]",11,1,18,26,"(-5, 1)",kink,kink_bridge,three-axis,229ed2693917001b78177fc42f7267ff59c00a93,1,1,26,18,"{""1"":2,""2"":3,""3"":13}",2,3,10,-1,0.1503267973856209,"-5.768e-16,-4.888e-16,-2.387e-16,-1.813e-16,1.118e-16,1.902e-15,0.5858,0.6902","{""adversarial"":1}"
T_0341,E000000337,exact,6,4,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[0,-4]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-5,1],[-1,-3]],[[-4,-1],[1,-1]],[[-1,-3],[1,-5]],[[0,-5],[0,-3]],[[0,-3],[0,1]],[[1,-1],[2,-1]]]",11,0,9,12,"(-3, 0)",rail,rail_ladder,three-axis,ac290ecdd3760d3c1f4ff03ff6e6b5c5af8516d6,1,1,12,9,"{""1"":2,""2"":7}",2,7,6,3,0.1111111111111111,"-1.11e-16,0,0,5.045e-17,1.11e-16,0.5858,1,1","{""adversarial"":1}"
T_0342,E000000338,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,-1],[0,-4]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-5,1],[-1,-3]],[[-4,-1],[1,-1]],[[-1,-3],[1,-5]],[[0,-5],[0,-3]],[[0,-3],[0,1]],[[1,-1],[2,-1]],[[-7,3],[-6,2],[-5,1]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]]]",11,1,16,25,"(-3, 0)",rail,rail_ladder,three-axis,c23d4c663156461d93ac269c902074c100069123,1,1,25,16,"{""1"":2,""2"":7,""3"":7}",2,7,11,-1,0.09166666666666666,"-1.583e-15,-5.017e-16,0,1.005e-16,1.693e-16,3.421e-16,8.344e-16,0.5188","{""adversarial"":1}"
T_0343,E000000339,exact,5,3,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-4,2],[-3,-1]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-5,3],[-3,1]],[[-4,-1],[1,-1]],[[-3,1],[1,-3]],[[1,-1],[2,-1]]]",10,0,7,9,"(-3, 1)",kink,kink_bridge,three-axis,a53e40d4fa5b3f8c57dd4ca23324d90949d95116,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.441e-16,0,0,5.045e-17,0.5858,1,2,3","{""adversarial"":1}"
T_0344,E000000340,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-4,2],[-3,-1]]","[[[-5,0]],[[2,0]],[[-5,3],[-3,1]],[[-3,1],[1,-3]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-4,-1],[0,-1],[1,-1]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-3],[0,-4],[1,-5]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,17,25,"(-3, 1)",kink,kink_bridge,three-axis,9f3af66da03b9bd872fbfdebba3e0010d316ba7f,1,1,25,17,"{""1"":2,""2"":2,""3"":13}",2,2,10,-1,0.125,"-2.109e-15,-5.179e-16,-2.031e-16,4.93e-32,1.044e-17,8.997e-16,0.5188,1.326","{""adversarial"":1}"
T_0345,E000000341,exact,5,3,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[-2,2]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[-2,-3],[-2,1]],[[-2,1],[-2,3]],[[1,-1],[2,-1]]]",10,0,7,9,"(-4, 1)",kink,kink_bridge,three-axis,56fddf856ad3817c25774b522a49a3042ed7d40a,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.441e-16,0,0,5.045e-17,0.5858,1,2,3","{""adversarial"":1}"
T_0346,E000000342,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[-2,2]]","[[[-5,0]],[[2,0]],[[-2,-3],[-2,1]],[[-2,1],[-2,3]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[0,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-1,-3],[0,-4],[1,-5]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,17,25,"(-4, 1)",kink,kink_bridge,three-axis,886d70a840cb5d3aea361c9a056d1fb4ffca63c0,1,1,25,17,"{""1"":2,""2"":2,""3"":13}",2,2,10,-1,0.125,"-1.461e-15,-5.237e-16,-3.168e-16,-1.561e-16,0,1.007e-16,0.5188,1.326","{""adversarial"":1}"
T_0347,E000000343,exact,5,3,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-3,1],[3,-2]]","[[[-5,0]],[[2,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[-3,-1],[1,-1]],[[1,-3],[2,-4]],[[1,-1],[3,-1]]]",11,0,7,9,"(-6, 3)",kink,kink_bridge,three-axis,01a1b9623ddb7f60a4335cb3ab10369761922c6a,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.441e-16,0,0,5.045e-17,0.5858,1,2,3","{""adversarial"":1}"
T_0348,E000000344,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-3,1],[3,-2]]","[[[-5,0]],[[2,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[1,-3],[2,-4]],[[-5,-1],[-4,-1],[-3,-1]],[[-4,-1],[-3,-1],[1,-1]],[[-3,-1],[1,-1],[2,-1]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-2],[2,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-1],[2,-1],[3,-1]]]",11,0,18,27,"(-6, 3)",kink,kink_bridge,three-axis,94d3ff248bf8147d02ffd46d29978f2a21bc5c63,1,1,27,18,"{""1"":2,""2"":3,""3"":13}",2,3,11,-1,0.1111111111111111,"-1.869e-15,-1.343e-15,-8.015e-16,0,2.519e-16,7.279e-16,1.143e-15,0.5858","{""adversarial"":1}"
T_0349,E000000345,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[-1,2]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-5, 2)",kink,kink_bridge,three-axis,a135d0e9bdf3fff9eac89171734f88e4f5163b00,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0350,E000000346,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[-1,2]]","[[[-5,0]],[[2,0]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[0,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-3],[-1,-2],[-1,1]],[[-1,-3],[0,-4],[1,-5]],[[-1,-2],[-1,1],[-1,3]],[[-1,1],[-1,3],[-1,4]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,21,30,"(-5, 2)",kink,kink_bridge,three-axis,4e9a39eba1eba47080ae7502c914a582c0d88fc9,1,1,30,21,"{""1"":2,""3"":19}",2,0,11,-1,0.12380952380952381,"-2.047e-15,-6.916e-16,-3.965e-16,0,6.606e-16,1.455e-15,0.5499,1.326","{""adversarial"":1}"
T_0351,E000000347,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[2,-3]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-5, 2)",kink,kink_bridge,three-axis,5ac3e59cdce5948a7a6bafbd91af1b21617d52d5,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0352,E000000348,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,-1],[2,-3]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]],[[-7,3],[-6,2],[-5,1]],[[-6,2],[-5,1],[-1,-3]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-3,2],[-2,1],[1,-2]],[[-2,1],[-2,2],[-2,3]],[[-2,1],[1,-2],[3,-4]],[[-1,-3],[0,-4],[1,-5]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-2],[3,-4],[4,-5]]]",11,1,21,30,"(-5, 2)",kink,kink_bridge,three-axis,a926932b986f94081f99bedbfa96d326ea356754,1,1,30,21,"{""1"":2,""2"":3,""3"":16}",2,3,11,-1,0.12380952380952381,"-1.032e-15,-7.379e-16,-4.931e-16,-2.73e-16,6.7e-16,8.19e-16,0.5728,0.5858","{""adversarial"":1}"
T_0353,E000000349,exact,5,3,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[0,2]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-1],[2,-1]]]",10,0,7,9,"(-6, 3)",kink,kink_bridge,three-axis,2ce5ce879e09492de352dd33617476536b97b568,1,1,9,7,"{""1"":2,""2"":5}",2,5,5,3,0.14285714285714285,"-4.441e-16,0,0,5.045e-17,0.5858,1,2,3","{""adversarial"":1}"
T_0354,E000000350,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[0,2]]","[[[-5,0]],[[2,0]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[0,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-3],[0,-4],[1,-5]],[[0,-3],[0,-1],[0,1]],[[0,-1],[0,1],[0,3]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,20,29,"(-6, 3)",kink,kink_bridge,three-axis,43e1f411aa8697301756791229f045420053e880,1,1,29,20,"{""1"":2,""3"":18}",2,0,10,-1,0.14210526315789473,"-7.892e-16,-2.509e-16,-7.526e-17,0,2.645e-16,1.165e-15,1.041,1.326","{""adversarial"":1}"
T_0355,E000000351,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[3,-3]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-6, 2)",kink,kink_bridge,three-axis,80750d1f8e12d9122cb344d85bba01bc4be32eef,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0356,E000000352,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[3,-3]]","[[[-5,0]],[[2,0]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[0,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-3],[0,-4],[1,-5]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,18,26,"(-6, 2)",kink,kink_bridge,three-axis,3a5b2f7af7fe0d4f3cf25e438267afb50b0ad583,1,1,26,18,"{""1"":2,""3"":16}",2,0,10,-1,0.13071895424836602,"-1.952e-15,-1.045e-15,-4.295e-16,0,7.726e-17,1.426e-15,1.326,1.326","{""adversarial"":1}"
T_0357,E000000353,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[3,-4]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-6, 3)",kink,kink_bridge,three-axis,29f69945770e3f35b7a2f87b657303008d668644,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0358,E000000354,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,-1],[3,-4]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]],[[-7,3],[-6,2],[-5,1]],[[-6,2],[-5,1],[-1,-3]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-2,1],[1,-2],[2,-3]],[[-1,-3],[0,-4],[1,-5]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-2],[2,-3],[4,-5]]]",11,1,20,29,"(-6, 3)",kink,kink_bridge,three-axis,e75eaeac679dd96ca087e71e6d695607d4df33ed,1,1,29,20,"{""1"":2,""2"":3,""3"":15}",2,3,11,-1,0.12105263157894737,"-1.122e-15,-6.71e-16,-4.286e-16,5.846e-18,2.286e-16,1.793e-15,0.5728,0.5858","{""adversarial"":1}"
T_0359,E000000355,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[1,2]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-7, 3)",kink,kink_bridge,three-axis,4704e316476fe7b4adc130e30ff12e1acc5a313e,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0360,E000000356,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[1,2]]","[[[-5,0]],[[2,0]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[0,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-3],[0,-4],[1,-5]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,18,26,"(-7, 3)",kink,kink_bridge,three-axis,d26c8fe0b6b4f45d67a5f249524e978a02ca219a,1,1,26,18,"{""1"":2,""3"":16}",2,0,10,-1,0.13071895424836602,"-1.952e-15,-1.045e-15,-4.295e-16,0,7.726e-17,1.426e-15,1.326,1.326","{""adversarial"":1}"
T_0361,E000000357,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[2,1]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-7, 2)",kink,kink_bridge,three-axis,c2794c78cd585c951157c869761a676d3a86d561,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0362,E000000358,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[2,1]]","[[[-5,0]],[[2,0]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[0,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-3],[0,-4],[1,-5]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]]]",10,0,18,26,"(-7, 2)",kink,kink_bridge,three-axis,aa5f689842143abbcfa55da8b0bbc650c2e9d892,1,1,26,18,"{""1"":2,""3"":16}",2,0,10,-1,0.13071895424836602,"-1.952e-15,-1.045e-15,-4.295e-16,0,7.726e-17,1.426e-15,1.326,1.326","{""adversarial"":1}"
