template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts
T_0096,E000000092,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-1,-3],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-5],[-1,-4],[-1,-2]],[[-1,-4],[-1,-2],[-1,1]],[[-1,-2],[-1,1],[-1,2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,18,28,"(-6, 3)",kink,kink_bridge,three-axis,16d5270c9f1d13846ae13986ac716474f2a73350,1,1,28,18,"{""1"":2,""3"":16}",2,0,10,-1,0.11764705882352941,"-9.615e-16,-8.952e-16,-5.678e-16,0,1.464e-16,1.081e-15,2.751e-15,1.326","{""adversarial"":1}"
T_0097,E000000093,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-1, 0)",adjacent,adjacent,three-axis,5991995a5e120c72a702c163df5965c9033e867d,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0098,E000000094,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,15,23,"(-1, 0)",adjacent,adjacent,three-axis,e5419120ba561653c7c099e34b3b9a194de2421c,1,1,23,15,"{""1"":2,""3"":13}",2,0,9,-1,0.14285714285714285,"-2.17e-15,-5.87e-16,-4.143e-16,0,2.922e-16,8e-16,1.326,1.326","{""adversarial"":1}"
T_0099,E000000095,exact,3,1,1,"[[-3,0],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[3,-1]]","[[[-4,0]],[[3,0]],[[-2,-1],[1,-1]],[[1,-1],[4,-1]]]",8,0,4,5,"(-1, 0)",adjacent,adjacent,three-axis,df59a2b2d6294f8632e4e02d7bdf2dd46aaef464,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0100,E000000096,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[2,0],[3,-1]]","[[[-4,0]],[[3,0]],[[1,-1],[2,-1]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]]]",10,1,14,22,"(-1, 0)",adjacent,adjacent,three-axis,4c363ac98c86d0d74d6dd0cb4cdd6b46318c7433,1,1,22,14,"{""1"":2,""2"":1,""3"":11}",2,1,9,-1,0.13186813186813187,"-8.984e-16,-4.441e-16,-2.884e-16,0,1.579e-16,1.853e-15,0.8299,1.326","{""adversarial"":1}"
T_0101,E000000097,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,-2],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-2, 0)",rail,rail_ladder,three-axis,74b2bfcdb4948d3b3d4c0e181b8336049cf176cb,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0102,E000000098,proto,11,9,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[2,-2],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-2],[-1,-2],[1,-2]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-2],[3,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,0,20,30,"(-2, 0)",rail,rail,three-axis,15100910ab2e7371ba6e3d2307e2dae5c597e2f3,1,1,30,20,"{""1"":2,""3"":18}",2,0,11,-1,0.11052631578947368,"-1.495e-15,-9.972e-16,-5.058e-16,0,7.146e-17,3.642e-16,9.49e-16,1.326","{""adversarial"":1}"
T_0103,E000000099,exact,6,4,1,"[[-4,0],[-3,0],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-3],[1,-1]]","[[[-5,0]],[[2,0]],[[-4,2],[-3,1]],[[-3,-1],[-2,-1]],[[-3,1],[2,-4]],[[-2,-1],[3,-1]],[[2,-4],[3,-5]],[[3,-1],[4,-1]]]",10,0,8,10,"(-2, 0)",rail,rail_ladder,three-axis,6598b2a3986b8e0bd44911744ef234aa52b13e6d,1,1,10,8,"{""1"":2,""2"":6}",2,6,6,9,0.14285714285714285,"0,0,5.045e-17,5.045e-17,0.5858,0.5858,2,2","{""adversarial"":1}"
T_0104,E000000100,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,-3],[1,-1]]","[[[-5,0]],[[2,0]],[[-4,-1],[-3,-1]],[[-4,2],[-3,1]],[[-3,-1],[2,-1]],[[-3,1],[2,-4]],[[2,-4],[3,-5]],[[2,-1],[3,-1]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-2]],[[1,-4],[1,-2],[1,1]],[[1,-2],[1,1],[1,2]]]",11,1,16,24,"(-2, 0)",rail,rail_ladder,three-axis,ff0d982265443f237c6939418f746e356f4596f3,1,1,24,16,"{""1"":2,""2"":6,""3"":8}",2,6,10,-1,0.1,"-3.039e-16,-1.11e-16,-1.59e-17,0,5.045e-17,1.13e-16,1.16e-15,0.5858","{""adversarial"":1}"
T_0105,E000000101,exact,6,4,1,"[[-4,0],[-3,0],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,-3],[1,-1]]","[[[-5,0]],[[2,0]],[[-3,-1],[-2,-1]],[[-2,-1],[3,-1]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[3,-1],[4,-1]]]",10,0,8,10,"(-3, 1)",kink,kink_bridge,three-axis,2ce7d93a9dd9635a6113e9a60481a933684e2c14,1,1,10,8,"{""1"":2,""2"":6}",2,6,6,9,0.14285714285714285,"-5.683e-16,0,5.045e-17,1.11e-16,0.5858,0.5858,2,2","{""adversarial"":1}"
T_0106,E000000102,proto,10,8,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[0,-3],[1,-1]]","[[[-5,0]],[[2,0]],[[-4,-1],[-3,-1]],[[-3,-1],[2,-1]],[[0,-5],[0,-4]],[[0,-4],[0,1]],[[0,1],[0,2]],[[2,-1],[3,-1]],[[-5,2],[-4,1],[-1,-2]],[[-5,3],[-4,2],[-3,1]],[[-4,1],[-1,-2],[1,-4]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[1,-4],[2,-5]],[[1,-3],[2,-4],[3,-5]]]",11,1,16,24,"(-3, 1)",kink,kink_bridge,three-axis,1f0fb41b52acf456c21bfdd4df8614922f197319,1,1,24,16,"{""1"":2,""2"":6,""3"":8}",2,6,10,-1,0.1,"-8.616e-16,-4.543e-19,0,2.264e-17,1.207e-16,4.267e-16,7.612e-16,0.5858","{""adversarial"":1}"
T_0107,E000000103,exact,6,4,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[0,1]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[1,-1],[2,-1]]]",10,0,8,10,"(-5, 2)",kink,kink_bridge,three-axis,27f1ba990f815c5963654d53e81d9335edaaab75,1,1,10,8,"{""1"":2,""2"":6}",2,6,6,9,0.14285714285714285,"-6.065e-16,0,0,5.045e-17,0.5858,0.5858,2,2","{""adversarial"":1}"
T_0108,E000000104,proto,11,9,1,"[[-4,0],[-3,0],[-2,-2],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-3,-1],[0,1]]","[[[-5,0]],[[2,0]],[[-2,-1],[1,-1]],[[0,-4],[0,-3]],[[0,-3],[0,2]],[[0,2],[0,3]],[[-7,3],[-6,2],[-5,1]],[[-6,2],[-5,1],[-1,-3]],[[-5,-1],[-4,-1],[-2,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,3],[-4,2],[-3,1]],[[-4,2],[-3,1],[1,-3]],[[-3,1],[1,-3],[2,-4]],[[-3,4],[-2,3],[-1,2]],[[-2,3],[-1,2],[3,-2]],[[-1,-3],[0,-4],[1,-5]],[[-1,2],[3,-2],[4,-3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[3,-1],[4,-1]],[[3,-2],[4,-3],[5,-4]]]",11,0,20,29,"(-5, 2)",kink,kink_bridge,three-axis,b49a3aa25f08dc6e7edc34f6a09f12d585a827bb,1,1,29,20,"{""1"":2,""2"":4,""3"":14}",2,4,11,-1,0.11052631578947368,"-1.06e-15,-2.25e-16,2.788e-16,7.023e-16,2.009e-15,2.152e-15,0.2532,0.4384","{""adversarial"":1}"
T_0109,E000000105,exact,6,4,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0],[2,-1]]",[],"[[-3,1],[-2,1]]","[[[-5,0]],[[2,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[-2,-4],[-2,-3]],[[-2,-3],[-2,2]],[[-2,2],[-2,3]],[[1,-3],[2,-4]]]",11,0,8,10,"(-1, 0)",adjacent,adjacent,three-axis,4bd12777441c2759ccbfc639740249ac48781821,1,1,10,8,"{""1"":2,""2"":6}",2,6,6,9,0.14285714285714285,"-4.426e-16,0,0,5.045e-17,0.5858,0.5858,2,2","{""adversarial"":1}"
T_0110,E000000106,proto,11,9,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,1],[-2,1]]","[[[-5,0]],[[2,0]],[[-5,3],[-4,2]],[[-4,2],[1,-3]],[[1,-3],[2,-4]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,4],[-4,3],[-3,2]],[[-4,-1],[-3,-1],[1,-1]],[[-4,3],[-3,2],[1,-2]],[[-3,-1],[1,-1],[2,-1]],[[-3,2],[1,-2],[2,-3]],[[-2,-2],[-2,2],[-2,3]],[[-2,2],[-2,3],[-2,4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-2],[2,-3],[3,-4]],[[1,-1],[2,-1],[3,-1]]]",10,1,19,28,"(-1, 0)",adjacent,adjacent,three-axis,42e1d9dfdca60b93391b6592d5f98b497683af48,1,1,28,19,"{""1"":2,""2"":3,""3"":14}",2,3,11,-1,0.10526315789473684,"-1.115e-15,-5.163e-16,-9.861e-32,6.292e-17,4.571e-16,1.201e-15,1.467e-15,0.5858","{""adversarial"":1}"
T_0111,E000000107,exact,4,2,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,-4],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[-3,1],[1,-3]],[[1,-3],[3,-5]],[[1,-1],[3,-1]]]",10,0,6,8,"(-4, 0)",rail,rail_ladder,three-axis,0208acc3c311797af25591600ba880de663f4548,1,1,8,6,"{""1"":2,""2"":4}",2,4,4,1,0.13333333333333333,"0,0,3.925e-17,3.925e-17,1,1,3,3","{""adversarial"":1}"
T_0112,E000000108,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[2,-4],[2,0]]","[[[-4,0]],[[3,0]],[[-3,1],[1,-3]],[[1,-3],[3,-5]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-3,-1],[1,-1],[2,-1]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-1],[2,-1],[3,-1]]]",10,0,17,25,"(-4, 0)",rail,rail_ladder,three-axis,86cb7ece0eb1549d8130aa84b7dd180c50a47ca1,1,1,25,17,"{""1"":2,""2"":2,""3"":13}",2,2,10,-1,0.125,"-2.173e-15,-7.148e-16,0,3.769e-17,2.112e-16,1.02e-15,0.5188,1.326","{""adversarial"":1}"
T_0113,E000000109,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-4],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-5, 1)",kink,kink_bridge,three-axis,49fab9e15d0e06ca283d8ffc19e53227200ed5a9,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0114,E000000110,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,-4],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,1],[-1,-2],[0,-3]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[-1,-2],[0,-3],[2,-5]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,17,26,"(-5, 1)",kink,kink_bridge,three-axis,673969ecd409bcb5c6e5b179b78c4e6a8650b58d,1,1,26,17,"{""1"":2,""3"":15}",2,0,9,-1,0.16176470588235295,"-1.501e-15,-1.098e-15,-1.556e-16,0,3.403e-16,7.385e-16,1.041,1.326","{""adversarial"":1}"
T_0115,E000000111,exact,4,2,1,"[[-4,0],[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[-1,-2]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",9,0,5,6,"(-2, 1)",bridge,bridge_fork,three-axis,6b529028125e69df64a4a6240a96bd92fb540a2e,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}"
T_0116,E000000112,proto,15,13,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,0],[1,0]]",[],"[[-3,-1],[-1,-2]]","[[[-5,0]],[[2,0]],[[-7,3],[-6,2],[-5,1]],[[-6,-1],[-5,-1],[-4,-1]],[[-6,2],[-5,1],[-1,-3]],[[-6,3],[-5,2],[-4,1]],[[-5,-2],[-4,-2],[-3,-2]],[[-5,-1],[-4,-1],[0,-1]],[[-5,1],[-1,-3],[0,-4]],[[-5,2],[-4,1],[0,-3]],[[-5,3],[-4,2],[-3,1]],[[-4,-2],[-3,-2],[1,-2]],[[-4,-1],[0,-1],[1,-1]],[[-4,1],[0,-3],[1,-4]],[[-4,2],[-3,1],[1,-3]],[[-3,-2],[1,-2],[2,-2]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[-1,-5],[-1,-4],[-1,-3]],[[-1,-4],[-1,-3],[-1,1]],[[-1,-3],[-1,1],[-1,2]],[[-1,-3],[0,-4],[1,-5]],[[-1,1],[-1,2],[-1,3]],[[0,-3],[1,-4],[2,-5]],[[0,-1],[1,-1],[2,-1]],[[1,-3],[2,-4],[3,-5]],[[1,-2],[2,-2],[3,-2]]]",10,0,30,43,"(-2, 1)",bridge,bridge_fork,three-axis,341a385637329f5f8981b563e093257353a9e29b,1,1,43,30,"{""1"":2,""3"":28}",2,0,15,-1,0.10114942528735632,"-2.066e-15,-1.814e-15,-1.146e-15,-6.167e-16,-2.401e-16,-1.584e-17,-9.411e-18,1.681e-15","{""adversarial"":1}"
T_0117,E000000113,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[2,1]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-1, 0)",adjacent,adjacent,three-axis,ae25ab71c4d3e5f8b85a0cded0a28e3a09167e1b,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0118,E000000114,proto,10,8,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]",[],"[[2,0],[2,1]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,-5],[-2,-4],[-2,-3]],[[-2,-4],[-2,-3],[-2,1]],[[-2,-3],[-2,1],[-2,2]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,0,18,26,"(-1, 0)",adjacent,adjacent,three-axis,2c99ff91b9058df0d6f1259a648b8e40d927265e,1,1,26,18,"{""1"":2,""3"":16}",2,0,10,-1,0.13071895424836602,"-1.483e-15,-8.897e-16,0,1.817e-16,5.753e-16,1.24e-15,1.326,1.326","{""adversarial"":1}"
T_0119,E000000115,exact,3,1,1,"[[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[3,0]]","[[[-3,0]],[[4,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",8,0,4,5,"(-1, 0)",adjacent,adjacent,three-axis,299fedb79feabd2689c38be3fc3e5a4ebfc9685f,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0120,E000000116,proto,9,7,1,"[[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[2,0],[3,0]]","[[[-3,0]],[[4,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",9,1,15,23,"(-1, 0)",adjacent,adjacent,three-axis,d4c861454b77802855fbae2486d84a6c8d0f62fd,1,1,23,15,"{""1"":2,""3"":13}",2,0,9,-1,0.14285714285714285,"-2.814e-15,-1.32e-15,-2.589e-16,0,9.562e-17,2.283e-15,1.326,1.326","{""adversarial"":1}"
T_0121,E000000117,exact,4,2,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[0,2],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-1],[3,-1]]]",10,0,6,8,"(-2, 0)",rail,rail_ladder,three-axis,37a3248cd1bd5c41c521809a7f84ee430208cd0e,1,1,8,6,"{""1"":2,""2"":4}",2,4,4,1,0.13333333333333333,"0,0,3.925e-17,3.925e-17,1,1,3,3","{""adversarial"":1}"
T_0122,E000000118,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[0,2],[2,0]]","[[[-4,0]],[[3,0]],[[0,-3],[0,1]],[[0,1],[0,3]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,14,22,"(-2, 0)",rail,rail_ladder,three-axis,8c96cf55f854072c38f97b6a9332701c3c4ed8ba,1,1,22,14,"{""1"":2,""2"":2,""3"":10}",2,2,9,-1,0.13186813186813187,"-1.957e-15,-1.07e-15,-4.852e-16,-3.134e-16,0,9.036e-16,0.5188,1.326","{""adversarial"":1}"
T_0123,E000000119,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,2],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[1,-1]],[[1,-1],[3,-1]]]",9,0,4,5,"(-2, 1)",bridge,bridge_fork,three-axis,c4fc2c0448850f6fda4575e804f05920481aae23,1,1,5,4,"{""1"":2,""2"":2}",2,2,3,1,0.16666666666666666,"0,0,3.925e-17,1,3","{""adversarial"":1}"
T_0124,E000000120,proto,9,7,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-2],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[1,2],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1],[-3,-1]],[[-5,3],[-4,2],[-3,1]],[[-4,-1],[-3,-1],[1,-1]],[[-4,2],[-3,1],[1,-3]],[[-3,-1],[1,-1],[2,-1]],[[-3,1],[1,-3],[2,-4]],[[-2,1],[-2,2],[-2,3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[2,-4],[3,-5]],[[1,-1],[2,-1],[3,-1]]]",10,1,15,23,"(-2, 1)",bridge,bridge_fork,three-axis,3e6afcdef3d963f384f932f78da3bc5c2229c9b3,1,1,23,15,"{""1"":2,""3"":13}",2,0,9,-1,0.14285714285714285,"-2.17e-15,-5.87e-16,-4.143e-16,0,2.922e-16,8e-16,1.326,1.326","{""adversarial"":1}"
T_0125,E000000121,exact,3,1,1,"[[-3,0],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[4,-1]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",8,0,3,4,"(-2, 1)",bridge,bridge_fork,three-axis,a3910467af87173748eff8e1c5969c269932108a,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}"
