game_id,black_strategy,white_strategy,radius,turns,k,candidate_limit,opening_id,opening_pair,moves,winner,wlu,terminal_ply,black_stones,white_stones,final_class,final_black_tau,final_white_tau,final_black_obligations,final_white_obligations,final_black_pair_atoms,final_white_pair_atoms,final_black_bulk_pressure,final_white_bulk_pressure,first_black_tau_gt2,first_white_tau_gt2,max_black_tau,max_white_tau,tactical_score
G00016,debt_builder,min_tau,3,4,6,8,O0008,"[[-2, 0], [-1, 2]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 2]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""black"", ""stones"": [[2, -2], [-2, 2]]}, {""color"": ""white"", ""stones"": [[3, -3], [-3, 3]]}, {""color"": ""black"", ""stones"": [[1, 0], [1, -2]]}, {""color"": ""white"", ""stones"": [[-1, 0], [2, 0]]}, {""color"": ""black"", ""stones"": [[1, 1], [1, -3]]}, {""color"": ""white"", ""stones"": [[2, -1], [1, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00017,debt_builder,min_bulk,3,4,6,8,O0001,"[[-1, 0], [-1, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [-1, 1]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[0, -2], [-1, -1]]}, {""color"": ""black"", ""stones"": [[1, 0], [-1, 2]]}, {""color"": ""white"", ""stones"": [[1, -1], [2, -1]]}, {""color"": ""black"", ""stones"": [[2, 0], [2, -2]]}, {""color"": ""white"", ""stones"": [[1, -2], [-2, 0]]}, {""color"": ""black"", ""stones"": [[-2, 1], [-2, 2]]}, {""color"": ""white"", ""stones"": [[0, 2], [1, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00018,debt_builder,min_bulk,3,4,6,8,O0002,"[[-1, 0], [0, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [0, 1]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[1, 0], [2, -2]]}, {""color"": ""black"", ""stones"": [[0, -1], [2, -1]]}, {""color"": ""white"", ""stones"": [[2, 0], [-1, -1]]}, {""color"": ""black"", ""stones"": [[1, -2], [0, -2]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-2, 1]]}, {""color"": ""black"", ""stones"": [[-2, 2], [-1, 2]]}, {""color"": ""white"", ""stones"": [[0, 2], [1, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00019,debt_builder,min_bulk,3,4,6,8,O0003,"[[-1, 0], [1, 0]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [1, 0]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[1, -1], [0, -2]]}, {""color"": ""black"", ""stones"": [[-1, 1], [1, 1]]}, {""color"": ""white"", ""stones"": [[2, 0], [-2, 1]]}, {""color"": ""black"", ""stones"": [[2, -1], [2, -2]]}, {""color"": ""white"", ""stones"": [[1, -2], [-1, -1]]}, {""color"": ""black"", ""stones"": [[-2, 0], [-2, 2]]}, {""color"": ""white"", ""stones"": [[-1, 2], [0, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00020,debt_builder,min_bulk,3,4,6,8,O0004,"[[-2, 0], [-2, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-2, 1]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, -1], [2, -2]]}, {""color"": ""black"", ""stones"": [[-1, 0], [-1, 2]]}, {""color"": ""white"", ""stones"": [[1, 0], [-1, -1]]}, {""color"": ""black"", ""stones"": [[0, 1], [2, 0]]}, {""color"": ""white"", ""stones"": [[2, -1], [1, -2]]}, {""color"": ""black"", ""stones"": [[0, -2], [-2, 2]]}, {""color"": ""white"", ""stones"": [[0, 2], [1, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00021,debt_builder,min_bulk,3,4,6,8,O0005,"[[-2, 0], [-2, 2]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-2, 2]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[2, -1], [0, -2]]}, {""color"": ""black"", ""stones"": [[-1, 0], [-2, 1]]}, {""color"": ""white"", ""stones"": [[1, -2], [1, 1]]}, {""color"": ""black"", ""stones"": [[-1, 1], [-1, -1]]}, {""color"": ""white"", ""stones"": [[1, 0], [-1, 2]]}, {""color"": ""black"", ""stones"": [[1, -1], [2, 0]]}, {""color"": ""white"", ""stones"": [[2, -2], [0, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00022,debt_builder,min_bulk,3,4,6,8,O0006,"[[-2, 0], [-1, 0]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 0]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, -1], [2, -2]]}, {""color"": ""black"", ""stones"": [[1, -2], [1, 1]]}, {""color"": ""white"", ""stones"": [[1, 0], [0, 1]]}, {""color"": ""black"", ""stones"": [[2, 0], [2, -1]]}, {""color"": ""white"", ""stones"": [[0, -2], [-1, -1]]}, {""color"": ""black"", ""stones"": [[-2, 1], [-2, 2]]}, {""color"": ""white"", ""stones"": [[-1, 2], [0, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00023,debt_builder,min_bulk,3,4,6,8,O0007,"[[-2, 0], [-1, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 1]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[-1, 0], [0, -2]]}, {""color"": ""black"", ""stones"": [[2, -1], [-1, -1]]}, {""color"": ""white"", ""stones"": [[1, 0], [1, -1]]}, {""color"": ""black"", ""stones"": [[2, 0], [1, -2]]}, {""color"": ""white"", ""stones"": [[2, -2], [-2, 1]]}, {""color"": ""black"", ""stones"": [[-2, 2], [-1, 2]]}, {""color"": ""white"", ""stones"": [[0, 2], [1, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00024,debt_builder,min_bulk,3,4,6,8,O0008,"[[-2, 0], [-1, 2]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 2]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, 1], [2, -2]]}, {""color"": ""black"", ""stones"": [[0, -1], [2, -1]]}, {""color"": ""white"", ""stones"": [[1, -2], [-1, -1]]}, {""color"": ""black"", ""stones"": [[1, 0], [-1, 0]]}, {""color"": ""white"", ""stones"": [[2, 0], [0, -2]]}, {""color"": ""black"", ""stones"": [[-2, 1], [-2, 2]]}, {""color"": ""white"", ""stones"": [[0, 2], [1, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00025,debt_builder,min_family,3,4,6,8,O0001,"[[-1, 0], [-1, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [-1, 1]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[0, -2], [-1, -1]]}, {""color"": ""black"", ""stones"": [[1, 0], [-1, 2]]}, {""color"": ""white"", ""stones"": [[1, -1], [2, -1]]}, {""color"": ""black"", ""stones"": [[2, 0], [2, -2]]}, {""color"": ""white"", ""stones"": [[1, -2], [-2, 0]]}, {""color"": ""black"", ""stones"": [[-2, 1], [-2, 2]]}, {""color"": ""white"", ""stones"": [[0, 2], [1, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,0,0,0.0
G00026,debt_builder,min_family,3,4,6,8,O0002,"[[-1, 0], [0, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [0, 1]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[1, 0], [0, -1]]}, {""color"": ""black"", ""stones"": [[2, -2], [-2, 2]]}, {""color"": ""white"", ""stones"": [[3, -3], [-3, 3]]}, {""color"": ""black"", ""stones"": [[2, -1], [1, -2]]}, {""color"": ""white"", ""stones"": [[2, 0], [0, -2]]}, {""color"": ""black"", ""stones"": [[-1, -1], [-2, 0]]}, {""color"": ""white"", ""stones"": [[-2, 1], [-1, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00027,debt_builder,min_family,3,4,6,8,O0003,"[[-1, 0], [1, 0]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [1, 0]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""black"", ""stones"": [[0, -2], [0, 2]]}, {""color"": ""white"", ""stones"": [[0, -3], [0, 3]]}, {""color"": ""black"", ""stones"": [[1, -2], [-1, -1]]}, {""color"": ""white"", ""stones"": [[2, 0], [2, -1]]}, {""color"": ""black"", ""stones"": [[2, -2], [-2, 0]]}, {""color"": ""white"", ""stones"": [[-2, 1], [-2, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00028,debt_builder,min_family,3,4,6,8,O0004,"[[-2, 0], [-2, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-2, 1]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""black"", ""stones"": [[2, -2], [-2, 2]]}, {""color"": ""white"", ""stones"": [[3, -3], [-3, 3]]}, {""color"": ""black"", ""stones"": [[1, 0], [1, -2]]}, {""color"": ""white"", ""stones"": [[-1, 0], [-1, -1]]}, {""color"": ""black"", ""stones"": [[1, 1], [1, -3]]}, {""color"": ""white"", ""stones"": [[2, 0], [1, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00029,debt_builder,min_family,3,4,6,8,O0005,"[[-2, 0], [-2, 2]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-2, 2]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[1, 0], [1, -1]]}, {""color"": ""black"", ""stones"": [[0, -2], [0, 2]]}, {""color"": ""white"", ""stones"": [[0, -3], [0, 3]]}, {""color"": ""black"", ""stones"": [[1, -2], [-2, 1]]}, {""color"": ""white"", ""stones"": [[-1, 0], [-1, 1]]}, {""color"": ""black"", ""stones"": [[2, 0], [-1, -1]]}, {""color"": ""white"", ""stones"": [[2, -1], [2, -2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00030,debt_builder,min_family,3,4,6,8,O0006,"[[-2, 0], [-1, 0]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 0]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""black"", ""stones"": [[2, -2], [-2, 2]]}, {""color"": ""white"", ""stones"": [[3, -3], [-3, 3]]}, {""color"": ""black"", ""stones"": [[1, 0], [1, -2]]}, {""color"": ""white"", ""stones"": [[2, 0], [2, -1]]}, {""color"": ""black"", ""stones"": [[1, 1], [1, -3]]}, {""color"": ""white"", ""stones"": [[0, -2], [1, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00031,debt_builder,min_family,3,4,6,8,O0007,"[[-2, 0], [-1, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 1]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[-1, 0], [2, -1]]}, {""color"": ""black"", ""stones"": [[0, -2], [0, 2]]}, {""color"": ""white"", ""stones"": [[0, -3], [0, 3]]}, {""color"": ""black"", ""stones"": [[1, 0], [1, -1]]}, {""color"": ""white"", ""stones"": [[1, -2], [-1, -1]]}, {""color"": ""black"", ""stones"": [[2, 0], [-1, 2]]}, {""color"": ""white"", ""stones"": [[2, -2], [-2, 1]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00032,debt_builder,min_family,3,4,6,8,O0008,"[[-2, 0], [-1, 2]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-2, 0], [-1, 2]]}, {""color"": ""black"", ""stones"": [[1, -1], [-1, 1]]}, {""color"": ""white"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""black"", ""stones"": [[2, -2], [-2, 2]]}, {""color"": ""white"", ""stones"": [[3, -3], [-3, 3]]}, {""color"": ""black"", ""stones"": [[1, 0], [1, -2]]}, {""color"": ""white"", ""stones"": [[-1, 0], [2, 0]]}, {""color"": ""black"", ""stones"": [[1, 1], [1, -3]]}, {""color"": ""white"", ""stones"": [[2, -1], [1, 2]]}]",none,U,,9,10,undecided_balanced,0,0,0,0,0,0,0.0,0.0,,,2,0,0.0
G00033,attacker,screen_counter,3,4,6,8,O0001,"[[-1, 0], [-1, 1]]","[{""color"": ""black"", ""stones"": [[0, 0]]}, {""color"": ""white"", ""stones"": [[-1, 0], [-1, 1]]}, {""color"": ""black"", ""stones"": [[0, -1], [0, 1]]}, {""color"": ""white"", ""stones"": [[-1, -1], [-1, 2]]}, {""color"": ""black"", ""stones"": [[0, -2], [0, 2]]}, {""color"": ""white"", ""stones"": [[-1, -2], [-1, 3]]}]",white,W,5,5,6,white_counter_line,2,0,2,0,0,0,50.0,1000.0,,,2,1,12873.5
