template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,a2_support_signature,a2_coxeter_diameter
T_0177,E000000178,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,2]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,c6ae1c99661adfdfbf0ac294f86454a628ca9eec,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0179,E000000180,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,-2]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,2056f4939945647b428fd308c50e25253b788321,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 7)",10
T_0180,E000000181,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,0],[0,1]]","[[[-6,0],[-5,0],[-4,0]],[[0,0],[1,0],[2,0]],[[0,3],[0,4],[0,6]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,960ba90a85592024c5073aef5e3084f32a2acd08,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",0514fa31be6a766f2d41a7686c3fe4e057602740,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(12, 8, 6)",12
T_0181,E000000182,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,-2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,9d46f9bf4e137f6936ea387c15add7f72baf0e48,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 7)",10
T_0182,E000000183,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,1]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,19889b51c77a142dee780ef0a8ad4abbb13d120f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0183,E000000184,proto,3,1,0,"[[-2,0],[-1,0],[0,5]]",[],"[[0,0],[0,4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,2],[0,3]],[[1,0],[2,0],[3,0]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,59fb4ba269ebd151dd52658b7bf1804ea1eb5c1d,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0184,E000000185,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,-1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,f027a785101a93f984b7b896d9cbdd8a3aacf759,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0185,E000000186,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,0],[0,3]]","[[[-6,0],[-5,0],[-4,0]],[[0,0],[1,0],[2,0]],[[0,4],[0,6],[0,7]]]",4,0,3,9,"(-6, 3)",kink,kink_bridge,three-axis,91910c94accae0e39efa12006863e90e1eabe17f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",0514fa31be6a766f2d41a7686c3fe4e057602740,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(13, 8, 7)",13
T_0186,E000000187,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,0],[0,4]]","[[[-6,0],[-5,0],[-4,0]],[[0,0],[1,0],[2,0]],[[0,3],[0,6],[0,7]]]",4,0,3,9,"(-7, 3)",kink,kink_bridge,three-axis,ec4b20d217d8630afd8071146515e95d06386d0a,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",0514fa31be6a766f2d41a7686c3fe4e057602740,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(13, 8, 7)",13
T_0187,E000000188,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,33a5981071b23ac126312aaf68622b94414af7bc,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0188,E000000189,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[4,-2]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,516f0e2e4702a6db89d9cf5a7541c4baf6410c95,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 7)",10
T_0189,E000000190,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,2c08f5f95ebdd3cafc86fa87e547c2a1339310ef,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0190,E000000191,proto,3,1,0,"[[-2,0],[-1,0],[0,2]]",[],"[[0,-2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,-1],[0,1],[0,3]],[[1,0],[2,0],[3,0]]]",3,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,c7e7ecc9e8897a4217bc98cceae0ccc6f76d38d9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0191,E000000192,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,-3]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,9ab7846db2f5375b6b0762f3b7fef9f700ca018f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0192,E000000193,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,e18b57739ee6ed7de830741f7b9247863bdea8fa,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0193,E000000194,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,-3]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,65eb2a23f9e5a2ce8d0a4661bbe6842d945122ce,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0194,E000000195,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,0]]","[[[1,0],[2,0]],[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]]]",4,0,3,8,"(-3, 0)",rail,rail_ladder,three-axis,b3661d11c3385c36a6a02952d1c0b84a06d93ca4,1,1,8,3,"{""2"":1,""3"":2}",0,1,3,18,0.0,"-1.11e-16,-1.11e-16,0,2,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 8, 0, 1, 2, 1)",63a8e8ce4872c888ea732835a7c0bf9d4abd5873,1,14,3,"{""A"":4,""M"":2,""O"":8}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0195,E000000196,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,4],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,d3aa06d1af8db7c42e5723bdf710c165abb67ff8,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0196,E000000197,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,3]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,369f759eb11fcd91dc2a4de1d19844c7a6810893,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0197,E000000198,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,2]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,71e5e9af18845238b3bb2f25dcaa77985277092f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0198,E000000199,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,a0d9939b59030d5d4e1ac0ba01f3ec8122410bef,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0199,E000000200,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,4],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,8e2d8d05956726cb613f22d7d655707cee914aec,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0200,E000000201,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[4,-3]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,5fc9d5584269228065f55c1440ab3c7db9e94009,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 8)",10
T_0201,E000000202,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[4,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,ec60927b1493cdc72269d800dfb293f2c570602a,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 9)",10
T_0202,E000000203,proto,3,1,0,"[[-2,0],[-1,0],[0,2]]",[],"[[0,-3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,-2],[0,-1],[0,1]],[[1,0],[2,0],[3,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,7f0b578f1a2f639c27a033612583ff5f0ed62736,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0203,E000000204,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,-3]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,ac57b65d663661e89437f0d5f6cc12f6f8a80c36,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0204,E000000205,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,1]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,a3c4a6276ce925501778b4b8ff994c01f851342f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0205,E000000206,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,-2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,813a07eccebe0e629d1021850818ddf905259eea,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 7)",10
T_0206,E000000207,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,88b967d01e1f87cbc22d3e590b8a8982d49a3a0c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 8)",10
T_0207,E000000208,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,4],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,d87db81a26f79a6c5ef3bfe4dad3dcf2eecc4d3c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0208,E000000209,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,a2b94cc9ddc6c2f2ecf551eb07a870311d3016b9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 8)",10
T_0209,E000000210,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,0],[0,0]]","[[[-5,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,8,"(-4, 0)",rail,rail_ladder,three-axis,9a9e89901abed4062d70534264efb05129b84d34,1,1,8,3,"{""2"":1,""3"":2}",0,1,3,18,0.0,"-1.11e-16,-1.11e-16,0,2,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 8, 0, 1, 2, 1)",63a8e8ce4872c888ea732835a7c0bf9d4abd5873,1,14,3,"{""A"":4,""M"":2,""O"":8}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0210,E000000211,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,-3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,b8931422f7c84c8e3261f2b0bd85880429ea19fb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 8)",10
T_0211,E000000212,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,3f9304eb0680b88809f3812106bc990a7c52e2a1,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 8)",10
T_0212,E000000213,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,ff5c71034821c8ea97b0255188a51908667c71a4,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0213,E000000214,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,4],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,08de99b709d5cd0dc4fc6bc60f637f4ecdfcccc1,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
