template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,embedding_cell_count,a2_dimension,a2_convex_area,a2_convex_deficit,a2_support_signature,a2_coxeter_diameter,axis_line_arrangement,boundary_slope_partition,hex_components,hex_holes,hex_euler_characteristic,boundary_edge_count,manifold_label,conway_embedding_signature
T_0115,E000000116,proto,5,3,0,"[[0,-2],[0,0],[0,1],[1,-2],[1,-1]]",[],"[[2,-2],[2,1]]","[[[-3,-2],[-2,-2],[-1,-2]],[[-3,3],[-2,2],[-1,1]],[[0,-1],[0,2],[0,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",5,0,5,15,"(-3, 0)",rail,rail_ladder,three-axis,bb8d0e429f9a8001a1d60608344c50c7357e34a0,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,1.665e-16,1.665e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",5da79c7c03d45b8262686a35b870441c8bdf630e,1,22,5,"{""A"":5,""M"":2,""O"":15}",1,12,0.08333333333333333,22,2,60,38,"(8, 8, 8)",8,"((9, 3, 2, 2, 2, 1, 1, 1, 1), (9, 3, 2, 2, 2, 1, 1, 1, 1), (6, 2, 2, 2, 2, 2, 2, 2, 2))","(15, 15, 13, 13, 12, 12)",2,0,2,80,disconnected,"(2, 2, 0, 38, '(8, 8, 8)', (15, 15, 13, 13, 12, 12), ((9, 3, 2, 2, 2, 1, 1, 1, 1), (9, 3, 2, 2, 2, 1, 1, 1, 1), (6, 2, 2, 2, 2, 2, 2, 2, 2)))"
T_0118,E000000119,proto,5,3,0,"[[-1,2],[0,0],[0,1],[1,1],[3,1],[3,2]]",[],"[[0,2],[3,0]]","[[[0,-3],[0,-2],[0,-1]],[[0,3],[0,4],[0,5]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]],[[3,-1],[3,3],[3,4]]]",6,0,5,15,"(-3, 1)",kink,kink_bridge,three-axis,593d4ca8ee57807defbabc0053f2a3881154a1fa,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,1.078e-16,6.138e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e57d494f95b7928bfe26adceb0e2080f7352f5f2,1,23,5,"{""A"":6,""M"":2,""O"":15}",1,12,0.08333333333333333,23,2,56,33,"(10, 8, 6)",10,"((9, 6, 2, 2, 2, 1, 1), (6, 6, 2, 2, 2, 2, 1, 1, 1), (4, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1))","(14, 14, 13, 13, 7, 7)",1,0,1,68,disk,"(2, 1, 0, 33, '(10, 8, 6)', (14, 14, 13, 13, 7, 7), ((9, 6, 2, 2, 2, 1, 1), (6, 6, 2, 2, 2, 2, 1, 1, 1), (4, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1)))"
T_0121,E000000122,proto,5,3,0,"[[-1,2],[0,0],[0,1],[1,1],[3,1]]",[],"[[-2,2],[0,2]]","[[[-5,2],[-4,2],[-3,2]],[[0,-3],[0,-2],[0,-1]],[[0,3],[0,4],[0,5]],[[1,2],[2,2],[3,2]],[[2,1],[4,1],[5,1]]]",5,0,5,15,"(-2, 0)",rail,rail_ladder,three-axis,f2012527b85c652baa435c3fd4e181e005a783a0,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-2.22e-16,-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",5da79c7c03d45b8262686a35b870441c8bdf630e,1,22,5,"{""A"":5,""M"":2,""O"":15}",1,12,0.08333333333333333,22,2,74,52,"(10, 9, 8)",10,"((9, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 1))","(16, 16, 11, 11, 9, 9)",1,0,1,72,disk,"(2, 1, 0, 52, '(10, 9, 8)', (16, 16, 11, 11, 9, 9), ((9, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 1)))"
T_0124,E000000125,proto,5,3,0,"[[-1,2],[0,0],[0,1],[1,1],[3,1]]",[],"[[0,2],[1,2]]","[[[-4,2],[-3,2],[-2,2]],[[0,-3],[0,-2],[0,-1]],[[0,3],[0,4],[0,5]],[[2,1],[4,1],[5,1]],[[2,2],[3,2],[4,2]]]",5,0,5,15,"(-1, 0)",adjacent,adjacent,three-axis,29674ebf739ae789c90e97b7905112234d72f1d9,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,1.11e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",5da79c7c03d45b8262686a35b870441c8bdf630e,1,22,5,"{""A"":5,""M"":2,""O"":15}",1,12,0.08333333333333333,22,2,70,48,"(9, 9, 8)",9,"((9, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 2, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 1))","(15, 15, 10, 10, 9, 9)",1,0,1,68,disk,"(2, 1, 0, 48, '(9, 9, 8)', (15, 15, 10, 10, 9, 9), ((9, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 2, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 1)))"
T_0126,E000000127,proto,5,3,0,"[[0,-1],[0,0],[0,1],[1,-1],[1,1],[3,1]]",[],"[[0,-3],[2,-1]]","[[[0,-4],[0,-2]],[[-3,-1],[-2,-1],[-1,-1]],[[0,2],[0,3],[0,4]],[[2,1],[4,1],[5,1]],[[3,-1],[4,-1],[5,-1]]]",6,0,5,14,"(-4, 2)",kink,kink_bridge,three-axis,bb83e5acb09bf30d185b509b71bf4f00e34a9734,1,1,14,5,"{""2"":1,""3"":4}",0,1,5,162,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,0,1.11e-16,2,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 14, 0, 1, 4, 1)",f82adcb1cead26d85360bf8d3e92587bad76257b,1,22,5,"{""A"":6,""M"":2,""O"":14}",1,12,0.08333333333333333,22,2,69,47,"(10, 8, 8)",10,"((9, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 2, 2, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1))","(19, 19, 14, 14, 9, 9)",1,0,1,84,disk,"(2, 1, 0, 47, '(10, 8, 8)', (19, 19, 14, 14, 9, 9), ((9, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 2, 2, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)))"
T_0127,E000000128,proto,5,3,0,"[[0,-2],[0,0],[0,1],[0,5],[1,-2],[1,1],[3,1]]",[],"[[-1,-2],[0,-3]]","[[[0,-4],[0,-1]],[[-4,-2],[-3,-2],[-2,-2]],[[0,2],[0,3],[0,4]],[[2,-2],[3,-2],[4,-2]],[[2,1],[4,1],[5,1]]]",7,0,5,14,"(-1, 0)",adjacent,adjacent,three-axis,1ac6b8765a2faf10ec5cc3652cb4bcb44bc87772,1,1,14,5,"{""2"":1,""3"":4}",0,1,5,162,0.0,"-2.22e-16,-1.11e-16,-1.11e-16,-1.11e-16,0,2,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 14, 0, 1, 4, 1)",cd59306335ff71a6ea97e3bff12bd93a93a13f0f,1,23,5,"{""A"":7,""M"":2,""O"":14}",1,12,0.08333333333333333,23,2,87,64,"(12, 9, 9)",12,"((10, 2, 2, 2, 2, 1, 1, 1, 1, 1), (9, 6, 1, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1))","(20, 20, 14, 14, 10, 10)",1,0,1,88,disk,"(2, 1, 0, 64, '(12, 9, 9)', (20, 20, 14, 14, 10, 10), ((10, 2, 2, 2, 2, 1, 1, 1, 1, 1), (9, 6, 1, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0134,E000000135,proto,5,3,0,"[[0,-2],[0,0],[0,1],[0,5],[1,-2],[1,-1],[3,-5]]",[],"[[1,-3],[2,1]]","[[[0,-4],[0,-3],[0,-1]],[[0,2],[0,3],[0,4]],[[1,-6],[1,-5],[1,-4]],[[1,0],[1,1],[1,2]],[[2,-4],[4,-6],[5,-7]]]",7,0,5,15,"(-5, 1)",kink,kink_bridge,three-axis,a9b8c6db6d8c9bdf34acf259ea8a650377b80c61,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",912267107b3733bc08d2e8e218c50284f4671a92,1,24,5,"{""A"":7,""M"":2,""O"":15}",1,12,0.08333333333333333,24,2,60,36,"(12, 10, 5)",12,"((10, 9, 2, 1, 1, 1), (6, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1), (3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1))","(15, 15, 11, 11, 7, 7)",1,0,1,66,disk,"(2, 1, 0, 36, '(12, 10, 5)', (15, 15, 11, 11, 7, 7), ((10, 9, 2, 1, 1, 1), (6, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1), (3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0137,E000000138,proto,5,3,0,"[[-1,2],[0,-1],[0,1],[0,5],[1,-2],[1,1],[3,1],[3,2]]",[],"[[0,2],[3,-4]]","[[[0,-3],[0,-2],[0,0]],[[0,3],[0,4],[0,6]],[[1,2],[2,2],[4,2]],[[2,-3],[4,-5],[5,-6]],[[2,1],[4,1],[5,1]]]",8,0,5,15,"(-6, 3)",kink,kink_bridge,three-axis,2c87bf070b90738c46e346dc75055d6d45800fe3,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,4.441e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e24dc6acf4243bc2393a2837594f7675c8392d42,1,25,5,"{""A"":8,""M"":2,""O"":15}",1,12,0.08333333333333333,25,2,66,41,"(12, 9, 6)",12,"((10, 3, 3, 3, 3, 2, 1), (6, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1), (6, 3, 3, 3, 3, 2, 2, 1, 1, 1))","(14, 14, 13, 13, 12, 12)",1,0,1,78,disk,"(2, 1, 0, 41, '(12, 9, 6)', (14, 14, 13, 13, 12, 12), ((10, 3, 3, 3, 3, 2, 1), (6, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1), (6, 3, 3, 3, 3, 2, 2, 1, 1, 1)))"
T_0139,E000000140,proto,5,3,0,"[[-1,2],[0,0],[0,1],[1,1],[3,1],[3,2]]",[],"[[-3,2],[0,2]]","[[[-5,2],[-4,2],[-2,2]],[[0,-3],[0,-2],[0,-1]],[[0,3],[0,4],[0,5]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]]]",6,0,5,15,"(-3, 0)",rail,rail_ladder,three-axis,e6e3087fd3624882f19c4cc3640494c31e23e872,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,1.665e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e57d494f95b7928bfe26adceb0e2080f7352f5f2,1,23,5,"{""A"":6,""M"":2,""O"":15}",1,12,0.08333333333333333,23,2,74,51,"(10, 9, 8)",10,"((10, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 2))","(16, 16, 11, 11, 9, 9)",1,0,1,72,disk,"(2, 1, 0, 51, '(10, 9, 8)', (16, 16, 11, 11, 9, 9), ((10, 6, 1, 1, 1, 1, 1, 1, 1), (9, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 2)))"
T_0140,E000000141,proto,5,3,0,"[[-1,2],[0,0],[0,1],[1,1],[3,1],[3,2]]",[],"[[-3,4],[0,2]]","[[[-2,3],[1,0],[2,-1]],[[0,-3],[0,-2],[0,-1]],[[0,3],[0,4],[0,5]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]]]",6,0,5,15,"(-3, 1)",kink,kink_bridge,three-axis,59655d4f9012d9dfd46c175d49d17457adbdfc8c,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,1.11e-16,1.11e-16,1.665e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e57d494f95b7928bfe26adceb0e2080f7352f5f2,1,23,5,"{""A"":6,""M"":2,""O"":15}",1,12,0.08333333333333333,23,2,65,42,"(9, 8, 8)",9,"((9, 3, 3, 2, 2, 1, 1, 1, 1), (6, 6, 2, 2, 2, 2, 1, 1, 1), (6, 3, 3, 3, 2, 2, 1, 1, 1, 1))","(12, 12, 12, 12, 10, 10)",1,0,1,68,disk,"(2, 1, 0, 42, '(9, 8, 8)', (12, 12, 12, 12, 10, 10), ((9, 3, 3, 2, 2, 1, 1, 1, 1), (6, 6, 2, 2, 2, 2, 1, 1, 1), (6, 3, 3, 3, 2, 2, 1, 1, 1, 1)))"
T_0141,E000000142,proto,5,3,0,"[[-1,2],[0,-2],[0,1],[0,5],[1,1],[3,-5],[3,1],[3,2]]",[],"[[-2,0],[0,2]]","[[[-1,-1],[1,-3],[2,-4]],[[0,-3],[0,-1],[0,0]],[[0,3],[0,4],[0,6]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]]]",8,0,5,15,"(-4, 2)",kink,kink_bridge,three-axis,ebf5db46b6400f82ea35799e04977b98e02acaf4,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,1.11e-16,1.11e-16,1.665e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e24dc6acf4243bc2393a2837594f7675c8392d42,1,25,5,"{""A"":8,""M"":2,""O"":15}",1,12,0.08333333333333333,25,2,71,46,"(11, 9, 7)",11,"((10, 3, 3, 3, 2, 2, 1, 1), (6, 6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1), (6, 3, 3, 3, 3, 2, 2, 1, 1, 1))","(13, 13, 13, 13, 12, 12)",1,0,1,76,disk,"(2, 1, 0, 46, '(11, 9, 7)', (13, 13, 13, 13, 12, 12), ((10, 3, 3, 3, 2, 2, 1, 1), (6, 6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1), (6, 3, 3, 3, 3, 2, 2, 1, 1, 1)))"
T_0145,E000000146,proto,5,3,0,"[[-1,2],[0,-2],[0,1],[0,5],[1,1],[3,-5],[3,1],[3,2]]",[],"[[0,2],[2,-4]]","[[[0,-3],[0,-1],[0,0]],[[0,3],[0,4],[0,6]],[[1,-3],[4,-6],[5,-7]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]]]",8,0,5,15,"(-6, 2)",kink,kink_bridge,three-axis,97266a6f5143a50bc61d244cb4fcd0bb91bb36ce,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,7.772e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e24dc6acf4243bc2393a2837594f7675c8392d42,1,25,5,"{""A"":8,""M"":2,""O"":15}",1,12,0.08333333333333333,25,2,68,43,"(13, 9, 6)",13,"((10, 3, 3, 3, 3, 2, 1), (6, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), (6, 3, 3, 3, 3, 2, 2, 1, 1, 1))","(14, 14, 13, 13, 12, 12)",1,0,1,78,disk,"(2, 1, 0, 43, '(13, 9, 6)', (14, 14, 13, 13, 12, 12), ((10, 3, 3, 3, 3, 2, 1), (6, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), (6, 3, 3, 3, 3, 2, 2, 1, 1, 1)))"
T_0151,E000000152,proto,5,3,0,"[[-1,2],[0,-1],[0,1],[0,5],[1,-1],[1,1],[3,1],[3,2]]",[],"[[0,2],[4,-1]]","[[[0,-3],[0,-2],[0,0]],[[0,3],[0,4],[0,6]],[[1,2],[2,2],[4,2]],[[2,-1],[3,-1],[5,-1]],[[2,1],[4,1],[5,1]]]",8,0,5,15,"(-4, 1)",kink,kink_bridge,three-axis,3074584a90d2f9da98cf48418102e06e62b2c41e,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,4.441e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e24dc6acf4243bc2393a2837594f7675c8392d42,1,25,5,"{""A"":8,""M"":2,""O"":15}",1,12,0.08333333333333333,25,2,54,29,"(9, 9, 6)",9,"((10, 3, 3, 3, 3, 2, 1), (6, 6, 6, 1, 1, 1, 1, 1, 1, 1), (4, 4, 3, 3, 3, 3, 2, 1, 1, 1))","(17, 17, 12, 12, 10, 10)",1,0,1,78,disk,"(2, 1, 0, 29, '(9, 9, 6)', (17, 17, 12, 12, 10, 10), ((10, 3, 3, 3, 3, 2, 1), (6, 6, 6, 1, 1, 1, 1, 1, 1, 1), (4, 4, 3, 3, 3, 3, 2, 1, 1, 1)))"
T_0152,E000000153,proto,5,3,0,"[[-1,2],[0,0],[0,1],[1,1],[3,1],[3,2]]",[],"[[0,2],[3,-3]]","[[[0,-3],[0,-2],[0,-1]],[[0,3],[0,4],[0,5]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]],[[3,-2],[3,-1],[3,0]]]",6,0,5,15,"(-5, 2)",kink,kink_bridge,three-axis,67f92fc9d629ff1e280c4b825c841dc58fdf0563,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,1.078e-16,6.138e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e57d494f95b7928bfe26adceb0e2080f7352f5f2,1,23,5,"{""A"":6,""M"":2,""O"":15}",1,12,0.08333333333333333,23,2,52,29,"(9, 8, 6)",9,"((9, 6, 2, 2, 2, 1, 1), (6, 6, 2, 2, 2, 2, 1, 1, 1), (4, 3, 3, 3, 3, 2, 2, 1, 1, 1))","(15, 15, 13, 13, 7, 7)",1,0,1,70,disk,"(2, 1, 0, 29, '(9, 8, 6)', (15, 15, 13, 13, 7, 7), ((9, 6, 2, 2, 2, 1, 1), (6, 6, 2, 2, 2, 2, 1, 1, 1), (4, 3, 3, 3, 3, 2, 2, 1, 1, 1)))"
T_0153,E000000154,proto,5,3,0,"[[-1,2],[0,-1],[0,1],[0,5],[1,-1],[1,1],[3,1],[3,2]]",[],"[[-2,-1],[0,2]]","[[[-1,-1],[2,-1],[3,-1]],[[0,-3],[0,-2],[0,0]],[[0,3],[0,4],[0,6]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]]]",8,0,5,15,"(-5, 2)",kink,kink_bridge,three-axis,32365a1ada7fa3e56ae54831ee52ba894c592498,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,1.11e-16,1.706e-16,4.4e-16,4.441e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e24dc6acf4243bc2393a2837594f7675c8392d42,1,25,5,"{""A"":8,""M"":2,""O"":15}",1,12,0.08333333333333333,25,2,62,37,"(9, 9, 7)",9,"((10, 3, 3, 3, 2, 2, 1, 1), (6, 6, 6, 1, 1, 1, 1, 1, 1, 1), (3, 3, 3, 3, 3, 3, 2, 2, 2, 1))","(16, 16, 12, 12, 10, 10)",1,0,1,76,disk,"(2, 1, 0, 37, '(9, 9, 7)', (16, 16, 12, 12, 10, 10), ((10, 3, 3, 3, 2, 2, 1, 1), (6, 6, 6, 1, 1, 1, 1, 1, 1, 1), (3, 3, 3, 3, 3, 3, 2, 2, 2, 1)))"
T_0157,E000000158,proto,5,3,0,"[[-1,2],[0,-1],[0,1],[0,5],[1,-1],[1,1],[3,1],[3,2]]",[],"[[-3,-1],[0,2]]","[[[-2,-1],[-1,-1],[2,-1]],[[0,-3],[0,-2],[0,0]],[[0,3],[0,4],[0,6]],[[1,2],[2,2],[4,2]],[[2,1],[4,1],[5,1]]]",8,0,5,15,"(-6, 3)",kink,kink_bridge,three-axis,57149f0a34720fdb787e6101ee428b2940f302cc,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,1.665e-16,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e24dc6acf4243bc2393a2837594f7675c8392d42,1,25,5,"{""A"":8,""M"":2,""O"":15}",1,12,0.08333333333333333,25,2,72,47,"(10, 9, 8)",10,"((10, 3, 3, 2, 2, 2, 1, 1, 1), (6, 6, 6, 1, 1, 1, 1, 1, 1, 1), (3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1))","(16, 16, 12, 12, 10, 10)",1,0,1,76,disk,"(2, 1, 0, 47, '(10, 9, 8)', (16, 16, 12, 12, 10, 10), ((10, 3, 3, 2, 2, 2, 1, 1, 1), (6, 6, 6, 1, 1, 1, 1, 1, 1, 1), (3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1)))"
T_0214,E000000215,proto,5,3,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[1,-2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[1,-5],[1,-4],[1,-3]],[[1,1],[1,2],[1,3]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,5,15,"(-2, 1)",bridge,bridge_fork,three-axis,372cd481c6fb6fc85b75fa6246ef6f9f393d1ed0,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,1.665e-16,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",f9c9c13ecb7c7c64bc77888f63da7bacbe323877,1,22,5,"{""A"":4,""D"":1,""M"":2,""O"":15}",1,12,0.08333333333333333,22,2,65,43,"(9, 8, 8)",9,"((9, 2, 2, 2, 2, 2, 1, 1, 1), (9, 2, 2, 2, 2, 2, 1, 1, 1), (7, 2, 2, 2, 2, 2, 2, 1, 1, 1))","(15, 15, 13, 13, 13, 13)",1,0,1,82,disk,"(2, 1, 0, 43, '(9, 8, 8)', (15, 15, 13, 13, 13, 13), ((9, 2, 2, 2, 2, 2, 1, 1, 1), (9, 2, 2, 2, 2, 2, 1, 1, 1), (7, 2, 2, 2, 2, 2, 2, 1, 1, 1)))"
T_0215,E000000216,proto,5,3,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[1,1],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[1,-4],[1,-3],[1,-2]],[[1,2],[1,3],[1,4]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,5,15,"(-2, 1)",bridge,bridge_fork,three-axis,a97569729eeb6408c22239528b1a2e729b805cb8,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,-1.11e-16,1.665e-16,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",f9c9c13ecb7c7c64bc77888f63da7bacbe323877,1,22,5,"{""A"":4,""D"":1,""M"":2,""O"":15}",1,12,0.08333333333333333,22,2,61,39,"(8, 8, 8)",8,"((9, 2, 2, 2, 2, 2, 1, 1, 1), (9, 2, 2, 2, 2, 2, 1, 1, 1), (7, 2, 2, 2, 2, 2, 2, 2, 1))","(15, 15, 13, 13, 13, 13)",1,0,1,82,disk,"(2, 1, 0, 39, '(8, 8, 8)', (15, 15, 13, 13, 13, 13), ((9, 2, 2, 2, 2, 2, 1, 1, 1), (9, 2, 2, 2, 2, 2, 1, 1, 1), (7, 2, 2, 2, 2, 2, 2, 2, 1)))"
T_0260,E000000263,proto,5,3,0,"[[-2,1],[-2,4],[-1,1],[-1,4],[1,-1],[2,-2]]",[],"[[-3,1],[-3,4]]","[[[-6,1],[-5,1],[-4,1]],[[-6,4],[-5,4],[-4,4]],[[0,0],[3,-3],[4,-4]],[[0,1],[1,1],[2,1]],[[0,4],[1,4],[2,4]]]",6,0,5,15,"(-3, 0)",rail,rail_ladder,three-axis,453f83ce82e48da8e3c7f72c0af2f1a262a33038,1,1,15,5,"{""3"":5}",0,0,5,243,0.0,"-9.09e-16,-1.11e-16,-1.11e-16,-1.11e-16,1.665e-16,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(5, 3, 5, 15, 0, 0, 5, 1)",e57d494f95b7928bfe26adceb0e2080f7352f5f2,1,23,5,"{""A"":6,""M"":2,""O"":15}",1,12,0.08333333333333333,23,2,81,58,"(11, 10, 8)",11,"((9, 9, 1, 1, 1, 1, 1), (7, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1))","(22, 22, 18, 18, 7, 7)",2,0,2,94,disconnected,"(2, 2, 0, 58, '(11, 10, 8)', (22, 22, 18, 18, 7, 7), ((9, 9, 1, 1, 1, 1, 1), (7, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1), (3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)))"
