template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,embedding_cell_count,a2_dimension,a2_convex_area,a2_convex_deficit,a2_support_signature,a2_coxeter_diameter,axis_line_arrangement,boundary_slope_partition,hex_components,hex_holes,hex_euler_characteristic,boundary_edge_count,manifold_label,conway_embedding_signature
T_0025,E000000021,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-1,0],[3,-4]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,3],[-1,4],[-1,5]],[[1,-2],[2,-3],[4,-5]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,1c9f5953a998b33654d16ced55d5f24bb9bfe29b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,48,34,"(10, 8, 5)",10,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1))","(13, 13, 9, 9, 6, 6)",1,0,1,56,disk,"(2, 1, 0, 34, '(10, 8, 5)', (13, 13, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)))"
T_0026,E000000022,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[1,-2]]","[[[-6,2],[-5,2],[-4,2]],[[-2,1],[-1,0],[2,-3]],[[0,2],[1,2],[2,2]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,433ac2464dac04f511bf1a078d39e110c8025b15,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,39,25,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(13, 13, 9, 9, 6, 6)",1,0,1,56,disk,"(2, 1, 0, 25, '(8, 8, 5)', (13, 13, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0027,E000000023,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-1,4],[0,-2]]","[[[-1,3],[-1,5],[-1,6]],[[0,-5],[0,-4],[0,-3]],[[0,1],[0,2],[0,3]]]",4,1,3,9,"(-6, 1)",kink,kink_bridge,three-axis,8d7fd4431ce0e14e910a626f105bfea3d01f4104,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,32,16,"(11, 10, 2)",11,"((9, 6, 1), (3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1))","(12, 12, 11, 11, 3, 3)",1,0,1,52,disk,"(2, 1, 0, 16, '(11, 10, 2)', (12, 12, 11, 11, 3, 3), ((9, 6, 1), (3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)))"
T_0028,E000000024,proto,3,1,0,"[[-2,2],[-1,1],[0,0]]","[[1,-1]]","[[-2,1],[-2,3]]","[[[-5,5],[-4,4],[-3,3]],[[-2,-2],[-2,-1],[-2,0]],[[-2,4],[-2,5],[-2,6]]]",3,1,3,9,"(-2, 0)",rail,rail_ladder,three-axis,90be297fea2947229927c26c43a271cdd223550c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c19c00494fc654aa0cdf7413a00232f1f292a687,1,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,51,36,"(8, 8, 6)",8,"((9, 1, 1, 1, 1, 1, 1), (7, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 1, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 36, '(8, 8, 6)', (13, 13, 9, 9, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (7, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 1, 1, 1)))"
T_0029,E000000025,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[1,-1]]","[[-3,2],[-1,4]]","[[[-6,2],[-5,2],[-4,2]],[[-1,3],[-1,5],[-1,6]],[[0,2],[1,2],[2,2]]]",3,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,1e099b282ea972370047f4548deafba45252ecc4,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c19c00494fc654aa0cdf7413a00232f1f292a687,1,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,60,45,"(9, 8, 7)",9,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 1, 1, 1, 1, 1, 1))","(13, 13, 10, 10, 7, 7)",2,0,2,60,disconnected,"(2, 2, 0, 45, '(9, 8, 7)', (13, 13, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 1, 1, 1, 1, 1, 1)))"
T_0030,E000000026,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[2,-3]]","[[[-6,2],[-5,2],[-4,2]],[[-2,1],[-1,0],[1,-2]],[[0,2],[1,2],[2,2]]]",3,0,3,9,"(-5, 0)",rail,rail_ladder,three-axis,a18d4f0f433772b7922410b497b023c94c4c33d9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,39,25,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(13, 13, 9, 9, 6, 6)",1,0,1,56,disk,"(2, 1, 0, 25, '(8, 8, 5)', (13, 13, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0032,E000000031,proto,3,1,0,"[[-1,0],[0,0],[1,0]]","[[0,-1]]","[[0,1],[0,2]]","[[[-4,0],[-3,0],[-2,0]],[[0,3],[0,4],[0,5]],[[2,0],[3,0],[4,0]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,b071ed0000294800d7e8085114ddfeca95d1b545,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c19c00494fc654aa0cdf7413a00232f1f292a687,1,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,52,37,"(9, 8, 6)",9,"((9, 1, 1, 1, 1, 1, 1), (7, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 37, '(9, 8, 6)', (13, 13, 9, 9, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (7, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1, 1)))"
T_0033,E000000033,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[0,1],[3,-2]]","[[[-4,0],[-3,0],[-2,0]],[[2,-1],[4,-3],[5,-4]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,d81ac3317a14ae93e6fe7f20501f66d62afe0803,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,47,33,"(9, 8, 5)",9,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 33, '(9, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1)))"
T_0034,E000000035,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[1,-3],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[1,-2],[1,1],[1,2]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,1fcd8bd095027affd447e5ef17ff463a870d7866,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,45,31,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 31, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0035,E000000036,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[1,-4],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[1,-3],[1,-2],[1,1]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,28c4a412474db71ae8348a55437f685ee7b62363,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,43,29,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 29, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0036,E000000037,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-2],[-1,1]]","[[[-4,0],[-3,0],[-2,0]],[[-1,-1],[-1,2],[-1,3]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,11e39522a15f6343c1d43b83db3d0c95491da55d,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,45,31,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 31, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0037,E000000038,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-3],[-1,1]]","[[[-4,0],[-3,0],[-2,0]],[[-1,-2],[-1,-1],[-1,2]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,29ccb8292cadec61a972176ba5c3592aca82b12e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,45,31,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 31, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0039,E000000040,proto,3,1,0,"[[-1,0],[0,0],[1,0]]","[[0,-1]]","[[-3,2],[-2,1]]","[[[-6,5],[-5,4],[-4,3]],[[-4,0],[-3,0],[-2,0]],[[2,0],[3,0],[4,0]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,b8480364c82fb03fb7a7ddf6ce1798fa80743b93,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c19c00494fc654aa0cdf7413a00232f1f292a687,1,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,56,41,"(10, 8, 6)",10,"((9, 1, 1, 1, 1, 1, 1), (7, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 41, '(10, 8, 6)', (13, 13, 9, 9, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (7, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0040,E000000041,proto,3,1,0,"[[-1,0],[0,0],[1,0]]",[],"[[-2,2],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-1,1],[2,-2],[3,-3]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,2a604f1678bd08ffd9386c3416f599c2e134155b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,45,31,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 31, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0049,E000000050,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-5, 2)",kink,kink_bridge,three-axis,d5e3dae0ca0559f03ca9e058fb611b27f14d2baf,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,21,6,"(7, 7, 2)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1))","(8, 8, 8, 8, 3, 3)",1,0,1,38,disk,"(2, 1, 0, 6, '(7, 7, 2)', (8, 8, 8, 8, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1)))"
T_0063,E000000064,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,1],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-3, 1)",kink,kink_bridge,three-axis,2efa040576094502b3c175ccc660cfe73509e216,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,22,7,"(7, 7, 2)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1))","(8, 8, 8, 8, 3, 3)",1,0,1,38,disk,"(2, 1, 0, 7, '(7, 7, 2)', (8, 8, 8, 8, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1)))"
T_0065,E000000066,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-2],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-3, 1)",kink,kink_bridge,three-axis,75de7a86e97803775b335452161db40bfcb40f5e,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,21,6,"(7, 7, 2)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1))","(8, 8, 8, 8, 3, 3)",1,0,1,38,disk,"(2, 1, 0, 6, '(7, 7, 2)', (8, 8, 8, 8, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1)))"
T_0067,E000000068,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-4,1],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-6, 1)",kink,kink_bridge,three-axis,e928edcb2b888ef69977a2bfce37751d7e92cf7b,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,22,7,"(7, 7, 2)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1))","(8, 8, 8, 8, 3, 3)",1,0,1,38,disk,"(2, 1, 0, 7, '(7, 7, 2)', (8, 8, 8, 8, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1)))"
T_0071,E000000072,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[3,-2]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-2, 1)",bridge,bridge_fork,three-axis,d06b4f4d03157d0ac80110368d6174bdff48e238,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,21,6,"(7, 7, 2)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1))","(8, 8, 8, 8, 3, 3)",1,0,1,38,disk,"(2, 1, 0, 6, '(7, 7, 2)', (8, 8, 8, 8, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1)))"
T_0081,E000000082,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,-3],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-6, 3)",kink,kink_bridge,three-axis,c400001f321a7535a5c712ed9ffbc4a50e94fb56,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,26,11,"(7, 7, 3)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1))","(9, 9, 9, 9, 3, 3)",2,0,2,42,disconnected,"(2, 2, 0, 11, '(7, 7, 3)', (9, 9, 9, 9, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1)))"
T_0083,E000000084,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,1],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-1, 0)",adjacent,adjacent,three-axis,6b704124efafe35ea674b015734387eaf69a6dc3,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",7420f368b495828a0c8d200674f4fa4a8e7d688b,1,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,15,2,22,7,"(7, 7, 2)",7,"((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1))","(8, 8, 8, 8, 3, 3)",1,0,1,38,disk,"(2, 1, 0, 7, '(7, 7, 2)', (8, 8, 8, 8, 3, 3), ((8, 6, 1), (3, 2, 2, 2, 2, 2, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1)))"
T_0085,E000000086,exact,3,1,1,"[[-3,0],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[3,-1]]","[[[-4,0]],[[3,0]],[[1,-1],[4,-1]]]",8,0,3,4,"(-1, 0)",adjacent,adjacent,three-axis,ec521e2c7e153e6bb8cd89202ddc3a575e1ef349,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",909c315417dc76b982c5626d138ec551f63b2dc1,1,14,3,"{""A"":8,""M"":2,""O"":4}",1,12,0.08333333333333333,14,2,16,2,"(8, 7, 1)",8,"((8, 6), (2, 2, 2, 2, 2, 2, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(9, 9, 8, 8, 2, 2)",1,0,1,38,disk,"(2, 1, 0, 2, '(8, 7, 1)', (9, 9, 8, 8, 2, 2), ((8, 6), (2, 2, 2, 2, 2, 2, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
