template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint
T_0072,E000000079,exact,5,3,1,"[[-4,0],[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]","[[-2,-3]]","[[-3,-1],[-2,1]]","[[[-5,0]],[[2,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[-2,2],[-2,3]],[[1,-1],[2,-1]]]",10,1,6,8,"(-3, 1)",kink,kink_bridge,three-axis,b66aacc0ace9aa4ead81edbdab2360446db3b5bd,1,1,8,6,"{""1"":2,""2"":4}",2,4,5,6,0.13333333333333333,"0,0,0,5.045e-17,0.5858,2,2,3.414","{""adversarial"":1}",1,0.0,0.693147,source-local,"(5, 3, 6, 8, 2, 4, 0, 1)"
T_0012,E000000006,proto,4,2,0,"[[-2,2],[-1,1],[-1,2]]","[[2,-2]]","[[-3,2],[-1,0]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-4,2],[0,2],[1,2]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[0,2],[1,2],[2,2]]]",3,1,8,12,"(-2, 0)",rail,rail_ladder,three-axis,813f6e4fae5803efc738a3cedc1cfcdd08078078,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-1.21e-15,1.165e-16,1.326,1.326,3,3,4.346,4.346","{""opening"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 1)"
T_0014,E000000008,proto,4,2,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-2,1],[-1,0]]","[[[-5,4],[-4,3],[-3,2]],[[-4,3],[-3,2],[1,-2]],[[-3,2],[1,-2],[2,-3]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[1,-2],[2,-3],[3,-4]]]",3,0,8,12,"(-1, 0)",adjacent,adjacent,three-axis,3121a7f9041fece09930de19f0dfa06b6ff1a668,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-1.21e-15,1.165e-16,1.326,1.326,3,3,4.346,4.346","{""opening"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 1)"
T_0017,E000000011,proto,4,2,0,"[[-1,1],[-1,2],[0,0]]","[[1,-1]]","[[-1,0],[1,0]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[2,0],[3,0],[4,0]]]",3,1,8,12,"(-2, 0)",rail,rail_ladder,three-axis,5ed39c1e91a28ba6b3ce2a57511100a0871db352,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-1.21e-15,1.165e-16,1.326,1.326,3,3,4.346,4.346","{""opening"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 1)"
T_0018,E000000012,proto,4,2,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-1,0],[1,-2]]","[[[-4,3],[-3,2],[-2,1]],[[-3,2],[-2,1],[2,-3]],[[-2,1],[2,-3],[3,-4]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[2,-3],[3,-4],[4,-5]]]",3,0,8,12,"(-2, 0)",rail,rail_ladder,three-axis,7ff3f26d1f98e38489e0ba53d925cb21b732abe3,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-1.21e-15,1.165e-16,1.326,1.326,3,3,4.346,4.346","{""opening"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 1)"
T_0020,E000000014,proto,4,2,0,"[[-1,1],[-1,2],[0,0]]","[[1,-1]]","[[-2,0],[-1,0]]","[[[-5,0],[-4,0],[-3,0]],[[-4,0],[-3,0],[1,0]],[[-3,0],[1,0],[2,0]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[1,0],[2,0],[3,0]]]",3,1,8,12,"(-1, 0)",adjacent,adjacent,three-axis,81cfc62cc24952b25c77cbadc3251eedf858b3b5,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-1.21e-15,1.165e-16,1.326,1.326,3,3,4.346,4.346","{""opening"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 1)"
T_0036,E000000030,proto,4,2,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,1],[1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-4,4],[-3,3],[-2,2]],[[-3,0],[-2,0],[2,0]],[[-3,3],[-2,2],[2,-2]],[[-2,0],[2,0],[3,0]],[[-2,2],[2,-2],[3,-3]],[[2,-2],[3,-3],[4,-4]],[[2,0],[3,0],[4,0]]]",3,0,8,12,"(-2, 0)",rail,rail_ladder,three-axis,87cb6168031549905f48bc9332ea6605f4d89cba,1,2,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.82e-16,1.502e-16,1.326,1.326,3,3,4.346,4.346","{""selfplay"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 2)"
T_0042,E000000046,proto,4,2,0,"[[-1,0],[0,0],[1,0]]",[],"[[-1,-2],[-1,-1]]","[[[-4,0],[-3,0],[-2,0]],[[-3,0],[-2,0],[2,0]],[[-2,0],[2,0],[3,0]],[[-1,-5],[-1,-4],[-1,-3]],[[-1,-4],[-1,-3],[-1,1]],[[-1,-3],[-1,1],[-1,2]],[[-1,1],[-1,2],[-1,3]],[[2,0],[3,0],[4,0]]]",3,0,8,12,"(-1, 0)",adjacent,adjacent,three-axis,7e83ec7a4c136122e61952fa0913db133d96ec96,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-1.21e-15,1.165e-16,1.326,1.326,3,3,4.346,4.346","{""selfplay"":1}",1,0.0,0.693147,source-local,"(4, 2, 8, 12, 0, 0, 8, 1)"
T_0044,E000000051,exact,4,2,1,"[[-3,0],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-1],[2,0]]","[[[-4,0]],[[3,0]],[[-3,-1],[-2,-1]],[[-2,-1],[3,-1]],[[3,-1],[4,-1]]]",8,0,5,6,"(-2, 1)",bridge,bridge_fork,three-axis,362cd25b0f61c1a3f45e42bc6fdf4a7986c4fa88,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}",1,0.0,0.693147,source-local,"(4, 2, 5, 6, 2, 3, 0, 1)"
T_0046,E000000053,exact,4,2,1,"[[-3,0],[-2,-2],[-2,-1],[-2,0],[-1,0],[0,0],[1,0]]",[],"[[-2,1],[2,0]]","[[[-4,0]],[[3,0]],[[-2,-4],[-2,-3]],[[-2,-3],[-2,2]],[[-2,2],[-2,3]]]",7,0,5,6,"(-4, 1)",kink,kink_bridge,three-axis,f93f5ad30c39eadbe855b81a85217b0718e3127d,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}",1,0.0,0.693147,source-local,"(4, 2, 5, 6, 2, 3, 0, 1)"
T_0048,E000000055,exact,4,2,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0]]",[],"[[-3,-1],[2,0]]","[[[-4,0]],[[3,0]],[[-5,-1],[-4,-1]],[[-4,-1],[1,-1]],[[1,-1],[2,-1]]]",8,0,5,6,"(-6, 1)",kink,kink_bridge,three-axis,3b12a49f2f08b9ed33c614f1624d6224f80d833d,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}",1,0.0,0.693147,source-local,"(4, 2, 5, 6, 2, 3, 0, 1)"
T_0062,E000000069,exact,4,2,1,"[[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-3,-1],[1,-1]]","[[[-4,-1]],[[3,-1]],[[-4,0],[-3,0]],[[-3,0],[2,0]],[[2,0],[3,0]]]",8,0,5,6,"(-4, 0)",rail,rail_ladder,three-axis,062ffae0dfd838f41711304db2d358b01ad4d886,1,1,6,5,"{""1"":2,""2"":3}",2,3,4,3,0.2,"0,0,5.045e-17,0.5858,2,3.414","{""adversarial"":1}",1,0.0,0.693147,source-local,"(4, 2, 5, 6, 2, 3, 0, 1)"
T_0006,E000000000,proto,3,1,0,"[[-4,-1],[-3,0],[-3,4],[2,-5]]",[],"[[-3,-1],[-2,-1]]","[[[-6,-1],[-5,-1],[-1,-1]],[[-5,-1],[-1,-1],[0,-1]],[[-3,1],[-3,2],[-3,3]],[[-1,-2],[0,-3],[1,-4]],[[-1,-1],[0,-1],[1,-1]]]",4,0,5,11,"(-1, 0)",adjacent,adjacent,three-axis,1ceef6192e9589d842760cea32bda178eb18af85,1,1,11,5,"{""3"":5}",0,0,3,9,0.3,"-1.748e-15,-4.169e-16,5.24e-17,1.697,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 11, 0, 0, 5, 1)"
T_0007,E000000001,proto,3,1,0,"[[-3,0],[-3,4],[-1,1]]",[],"[[-3,1],[-2,1]]","[[[-6,1],[-5,1],[-4,1]],[[-5,1],[-4,1],[0,1]],[[-4,1],[0,1],[1,1]],[[-3,-1],[-3,2],[-3,3]],[[-3,2],[-3,3],[-3,5]],[[0,1],[1,1],[2,1]]]",3,0,6,10,"(-1, 0)",adjacent,adjacent,three-axis,a1d31dac3d6fea606a3569e478be1e5f64a3f130,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"-2.991e-16,5.311e-16,1.326,2,3,4,4.346,6","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0008,E000000002,proto,3,1,0,"[[-2,2],[0,-2],[0,0]]","[[0,1]]","[[-1,1],[0,-1]]","[[[-5,5],[-4,4],[-3,3]],[[-4,4],[-3,3],[1,-1]],[[-3,3],[1,-1],[2,-2]],[[0,-5],[0,-4],[0,-3]],[[1,-1],[2,-2],[3,-3]]]",3,1,5,9,"(-2, 1)",bridge,bridge_fork,three-axis,1a7ad9968da523375f1061de3b06b389403c6ae4,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"-1.065e-15,5.265e-16,1.326,3,3,3,4.346,7","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0009,E000000003,proto,3,1,0,"[[-3,2],[-2,2],[0,0]]","[[-1,2]]","[[-4,2],[-1,1]]","[[[-7,2],[-6,2],[-5,2]],[[-5,5],[-4,4],[-3,3]],[[-4,4],[-3,3],[1,-1]],[[-3,3],[1,-1],[2,-2]],[[1,-1],[2,-2],[3,-3]]]",3,1,5,9,"(-3, 1)",kink,kink_bridge,three-axis,2b9d55ec3b6a8d3cce96a2df1e7431682d740b3b,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"-3.039e-16,-1.11e-16,1.326,3,3,3,4.346,7","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0010,E000000004,proto,3,1,0,"[[-2,2],[0,-2],[0,0]]",[],"[[-1,1],[0,-3]]","[[[-5,5],[-4,4],[-3,3]],[[-4,4],[-3,3],[1,-1]],[[-3,3],[1,-1],[2,-2]],[[0,-5],[0,-4],[0,-1]],[[0,-4],[0,-1],[0,1]],[[0,-1],[0,1],[0,2]],[[1,-1],[2,-2],[3,-3]]]",3,0,7,11,"(-4, 1)",kink,kink_bridge,three-axis,0f82966832320ea94959f6c6def4c512fbf52acd,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"4.716e-16,1.158e-15,1.326,1.697,3,3.209,4.346,5.303","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0011,E000000005,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[0,3],[1,-1]]","[[-1,0],[0,-2]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]]]",4,2,7,11,"(-2, 1)",bridge,bridge_fork,three-axis,d130dc1c0b38b23a4dd6ec6acc5348c8a65a0997,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"-3.039e-16,1.16e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0013,E000000007,proto,3,1,0,"[[-2,2],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-3,2],[0,-2]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-4,2],[0,2],[1,2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[0,2],[1,2],[2,2]]]",4,1,8,11,"(-4, 1)",kink,kink_bridge,three-axis,2df0c81bb4eae78ebb0ddff601dc840272849a54,1,1,11,8,"{""3"":8}",0,0,3,6,0.5714285714285714,"5.152e-16,0.6902,1.346,1.721,3.098,3.375,4.369,5.854","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 8, 11, 0, 0, 8, 1)"
T_0015,E000000009,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[0,3],[1,-1]]","[[-1,3],[0,-2]]","[[[-1,-2],[-1,-1],[-1,0]],[[-1,-1],[-1,0],[-1,4]],[[-1,0],[-1,4],[-1,5]],[[-1,4],[-1,5],[-1,6]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]]]",4,2,7,11,"(-5, 1)",kink,kink_bridge,three-axis,24a8ed1e57b38d530556bb1c13be282944e3093a,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"-3.039e-16,1.16e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0016,E000000010,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[0,2],[1,-1]]","[[-3,2],[-1,3]]","[[[-6,2],[-5,2],[-4,2]],[[-1,-2],[-1,-1],[-1,0]],[[-1,-1],[-1,0],[-1,4]],[[-1,0],[-1,4],[-1,5]],[[-1,4],[-1,5],[-1,6]]]",3,2,5,9,"(-3, 1)",kink,kink_bridge,three-axis,7f5e42e0ce1bd74d95f3b7d379806f7182b78c24,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"-3.039e-16,-1.11e-16,1.326,3,3,3,4.346,7","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0019,E000000013,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[-2,1]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-5,4],[-4,3],[-1,0]],[[-4,2],[0,2],[1,2]],[[-4,3],[-1,0],[1,-2]],[[-1,0],[1,-2],[2,-3]],[[0,2],[1,2],[2,2]]]",3,0,7,11,"(-1, 0)",adjacent,adjacent,three-axis,93adbd9938497914fab4770de4e30f5facac3895,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"-9.192e-16,-2.715e-16,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0021,E000000015,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-1,0],[2,-3]]","[[[-3,2],[-2,1],[1,-2]],[[-2,1],[1,-2],[3,-4]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[1,-2],[3,-4],[4,-5]]]",3,0,7,11,"(-3, 0)",rail,rail_ladder,three-axis,9918c08f6bcb05676011342f7ac3c4ae0f287aa6,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"5.218e-16,2.017e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0022,E000000016,proto,3,1,0,"[[-1,1],[-1,2],[0,0]]","[[1,-1]]","[[-3,0],[-1,0]]","[[[-5,0],[-4,0],[-2,0]],[[-4,0],[-2,0],[1,0]],[[-2,0],[1,0],[2,0]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]]]",3,1,7,11,"(-2, 0)",rail,rail_ladder,three-axis,d7178b97af0199343bc6fb15b51f79de1d3819ab,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"2.716e-16,6.546e-16,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0023,E000000017,proto,3,1,0,"[[-1,1],[-1,2],[0,0]]","[[1,-1]]","[[-1,0],[2,0]]","[[[-3,0],[-2,0],[1,0]],[[-2,0],[1,0],[3,0]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[1,0],[3,0],[4,0]]]",3,1,7,11,"(-3, 0)",rail,rail_ladder,three-axis,85fe47f44518742ee356ef9d13153cd5dcd6c60f,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"5.218e-16,2.017e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0024,E000000018,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-1,0],[0,-3]]","[[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[0,-5],[0,-4],[0,-2]],[[0,-4],[0,-2],[0,1]],[[0,-2],[0,1],[0,2]]]",4,1,7,11,"(-3, 1)",kink,kink_bridge,three-axis,d3e1ef5749b11343cec301cb66e3e15c03cea01f,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"-3.039e-16,1.16e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0025,E000000019,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[1,-1]]","[[-4,2],[-1,0]]","[[[-6,2],[-5,2],[-3,2]],[[-5,2],[-3,2],[0,2]],[[-3,2],[0,2],[1,2]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]]]",3,1,7,11,"(-3, 1)",kink,kink_bridge,three-axis,e671dc2ee43bcca7c57bf84ec6dedd0a582fb570,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"2.716e-16,6.546e-16,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0026,E000000020,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-4,3],[-1,0]]","[[[-5,4],[-3,2],[-2,1]],[[-3,2],[-2,1],[1,-2]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]]]",3,0,6,10,"(-3, 0)",rail,rail_ladder,three-axis,73dcdddf6bd4102750a7b10c804aeff090d1d46b,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"-1.877e-16,1.622e-15,1.326,2,3,4,4.346,6","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0027,E000000021,proto,3,1,0,"[[-1,1],[-1,2],[0,-1]]",[],"[[-1,0],[3,-4]]","[[[-2,1],[1,-2],[2,-3]],[[-1,-3],[-1,-2],[-1,-1]],[[-1,-2],[-1,-1],[-1,3]],[[-1,-1],[-1,3],[-1,4]],[[-1,3],[-1,4],[-1,5]],[[1,-2],[2,-3],[4,-5]]]",3,0,6,10,"(-4, 0)",rail,rail_ladder,three-axis,08ba28768548be9091b4fa04231c2d83b4f96489,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"-1.943e-16,4.359e-16,1.326,2,3,4,4.346,6","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0028,E000000022,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[1,-2]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-4,2],[0,2],[1,2]],[[-4,3],[-2,1],[-1,0]],[[-2,1],[-1,0],[2,-3]],[[0,2],[1,2],[2,2]]]",3,0,6,10,"(-4, 0)",rail,rail_ladder,three-axis,c59034edd1e4414fbcaf441709dcd4026bce2077,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"3.957e-16,7.297e-16,1.326,2,3,4,4.346,6","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0029,E000000023,proto,3,1,0,"[[-1,1],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-1,4],[0,-2]]","[[[-1,-1],[-1,0],[-1,3]],[[-1,0],[-1,3],[-1,5]],[[-1,3],[-1,5],[-1,6]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]]]",4,1,7,11,"(-6, 1)",kink,kink_bridge,three-axis,6aa18d2c73657125d621de9a0943d96cda72ef69,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"-3.039e-16,1.16e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0030,E000000024,proto,3,1,0,"[[-2,2],[-1,1],[0,0]]","[[1,-1]]","[[-2,1],[-2,3]]","[[[-5,5],[-4,4],[-3,3]],[[-2,-2],[-2,-1],[-2,0]],[[-2,-1],[-2,0],[-2,4]],[[-2,0],[-2,4],[-2,5]],[[-2,4],[-2,5],[-2,6]]]",3,1,5,9,"(-2, 0)",rail,rail_ladder,three-axis,f7aa881be10c1319019aa237393b40f89b26f3bc,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"-3.039e-16,-1.11e-16,1.326,3,3,3,4.346,7","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0031,E000000025,proto,3,1,0,"[[-2,2],[-1,1],[-1,2]]","[[1,-1]]","[[-3,2],[-1,4]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-4,2],[0,2],[1,2]],[[-1,-1],[-1,0],[-1,3]],[[-1,0],[-1,3],[-1,5]],[[-1,3],[-1,5],[-1,6]],[[0,2],[1,2],[2,2]]]",3,1,7,11,"(-4, 2)",kink,kink_bridge,three-axis,40a366a9958997b597106ab52a8cb6b9576638fe,1,1,11,7,"{""3"":7}",0,0,3,6,0.38095238095238093,"4.716e-16,1.158e-15,1.326,1.697,3,3.209,4.346,5.303","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 11, 0, 0, 7, 1)"
T_0032,E000000026,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-3,2],[2,-3]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-4,2],[0,2],[1,2]],[[-2,1],[-1,0],[1,-2]],[[0,2],[1,2],[2,2]]]",3,0,5,9,"(-5, 0)",rail,rail_ladder,three-axis,8bff170051961b7321c412dceba47ec9f9fab3be,1,1,9,5,"{""3"":5}",0,0,3,18,0.5,"1.344e-16,6.1e-16,1.326,3,3,3,4.346,7","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 5, 9, 0, 0, 5, 1)"
T_0033,E000000027,proto,3,1,0,"[[-2,2],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-4,2],[0,-2]]","[[[-6,2],[-5,2],[-3,2]],[[-5,2],[-3,2],[0,2]],[[-3,2],[0,2],[1,2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]]]",4,1,7,10,"(-4, 0)",rail,rail_ladder,three-axis,2058c52fdc260e9413fe20d18225b7a158f471bb,1,1,10,7,"{""3"":7}",0,0,3,10,0.5714285714285714,"2.585e-16,0.6788,1.542,1.88,3.142,3.663,5.627,7.141","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 10, 0, 0, 7, 1)"
T_0034,E000000028,proto,3,1,0,"[[-2,2],[-1,2],[0,-1]]",[],"[[-4,3],[-3,2]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-5,4],[-2,1],[-1,0]],[[-4,2],[0,2],[1,2]],[[-2,1],[-1,0],[1,-2]],[[0,2],[1,2],[2,2]]]",3,0,6,10,"(-1, 0)",adjacent,adjacent,three-axis,f07308e17be7920928f358336453174cc279e7af,1,1,10,6,"{""3"":6}",0,0,3,12,0.4,"-1.209e-15,-2.698e-16,1.326,2,3,4,4.346,6","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 6, 10, 0, 0, 6, 1)"
T_0035,E000000029,proto,3,1,0,"[[-2,2],[-1,2],[0,-1],[0,0]]","[[1,-1]]","[[-3,2],[0,-3]]","[[[-6,2],[-5,2],[-4,2]],[[-5,2],[-4,2],[0,2]],[[-4,2],[0,2],[1,2]],[[0,-5],[0,-4],[0,-2]],[[0,-4],[0,-2],[0,1]],[[0,-2],[0,1],[0,2]],[[0,2],[1,2],[2,2]]]",4,1,7,10,"(-5, 2)",kink,kink_bridge,three-axis,4799f063240f29d0a53fab0d9c0b2f20907a0ae4,1,1,10,7,"{""3"":7}",0,0,3,9,0.5238095238095238,"-2.493e-16,0.5499,1.362,2.553,3.202,4.359,5.117,7.272","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 7, 10, 0, 0, 7, 1)"
