template_id,canonical_signature,abstract_incidence_signature,kind,family,tau,pressure,num_obligations,is_abstract_atom,contained_abstract_atom_count,contained_abstract_atoms
T_0066,2418e039bc31d4b6ac474a7ea686978c57897bfa,e735518816bc26b7988c3688eb3123462db70041,proto,kink_bridge,11,9,11,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0072,09e1acd847bbba4cd58ead9f42d50b8eb1d2028e,1b1a03925fe5ec70bb6ea2c22b331600b112d058,proto,bridge_fork,11,9,11,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0088,3fc098f54ef9581564316fde6da3e0e87a0a6991,8bf9a1f1f0f0ce640cf66c2793bc85a37fec7aa5,proto,rail,11,9,11,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0094,2a648e573711b7975a5f8210daa79a60ba951958,890a2efdc0ea119b5aa742742e0686bfcd10d36e,proto,kink_bridge,11,9,11,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0096,eb13bd79bacdb9fd3cc909559248f2b4b77c676d,6ceed28760e7acda92edfef1afd0ad3d2b5899bf,proto,adjacent,11,9,11,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0046,4f026ef72d990d662db51719257bbc846d74c521,f26d4b673dfcc499617d51f07899d231eb8259c9,proto,kink_bridge,10,8,10,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0048,9f2646115ca2da2b16aba196e14928fdd495c04a,5407e71e390306f40e46e536d0140b26ec2954b4,proto,bridge_fork,10,8,10,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0056,d894e6843482ef171189d0462d7ed515b09e983b,84a050940fe405b194fa866823c49a62f0e51997,proto,kink_bridge,10,8,10,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0060,c218939bd22743d4635c37df7328254636a931ef,229af051f506a2c4958d140b02eadbb3fd6a1e36,proto,rail,10,8,10,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0062,4bfe2a210900014c6706a885431e59fba5f001b7,7c260f45389554ef965eb9061d67132ed32211eb,proto,bridge_fork,10,8,10,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0068,91fed06201379857d5426fb9322eb4a55352d771,607ad14498fb0620c03b0ae450c507cc2ecd3fd5,proto,kink_bridge,10,8,10,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0082,9b389e8ed86b48fae3abb28dfe40e6daa869da26,9638efa916545a52cc6830b31ca989a7c3765c9e,proto,kink_bridge,10,8,10,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0090,02d71a2187b310b3e102401b60b07603abe99800,8dbcd46f23ec2d1084b08bfb998244ace6a22f0c,proto,rail_ladder,10,8,10,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0092,89e8b6326280ec300c2f01ad81412899e1710c26,46ec1d70103095bda8534b723d484e8b1214ffc7,proto,kink_bridge,10,8,10,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0098,5afbeeb7efdb7dbf88cf944055697b9cb1d007a5,80b278c1f8f087dad8da78c7827f516d9ab594d7,proto,rail,10,8,10,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0042,1c81aab59176cf24600cd05e75adfc787a3bb919,c2ff677eb700ac004f4eeb197addb0a71765742e,proto,bridge_fork,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0052,122b9736a8e9dc721a553b6098e98079638d306b,c2ff677eb700ac004f4eeb197addb0a71765742e,proto,kink_bridge,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0054,3062ff0d34c2f0e18765c4b71c29e02984d6640f,c2ff677eb700ac004f4eeb197addb0a71765742e,proto,kink_bridge,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0080,d3587aaac5797c6b238e8faa1af4a544693adcad,2852f0f78c6bde2133c060c706a48b22c4c4b574,proto,kink_bridge,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0084,99f267cb78c55d9a16f89ac911db43edc2fb3cbe,3c44ff1344ed08976f5f0617512d68566a59eb24,proto,adjacent,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0086,d9f4b20bb389946e3641ea5e27b2ecfe9f685ca7,df5985f2ebdebc5b7375f68e1014ee097197d65b,proto,adjacent,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0100,01b3aeed288f83d8b3cb94031b8d24cd8fb57d51,3c44ff1344ed08976f5f0617512d68566a59eb24,proto,kink_bridge,9,7,9,0,4,"[""T_0087"",""T_0114"",""T_0120"",""T_0253""]"
T_0112,271860f48b77228f5db2199b012aed4b12034824,62d49bef64528d1cba603e5e4987e42c6d79fb14,proto,kink_bridge,7,5,7,0,3,"[""T_0087"",""T_0120"",""T_0253""]"
T_0061,cb52750967bf4213c117774215056dd8d36ed15c,387fc9019ebf86ea35ca44b47bba3acd91b1971a,exact,bridge_fork,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0075,edfd3ae874e989246bc5a12039f5be7aa3595319,1529b3fed0ad1ee22ef447b54cb1aa763b5234c1,exact,rail_ladder,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0079,9d773ac5b8ac8f6e8cdbc9a11384375d084ac654,387fc9019ebf86ea35ca44b47bba3acd91b1971a,exact,kink_bridge,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0089,e35c1e35f3f8643f0af31160669da3845a849830,8fda5d3ee69c568ce27c221210e6f2584316b6c4,exact,rail_ladder,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0091,32e2d1a46309d3fb06fd35690e8baf652c96224e,387fc9019ebf86ea35ca44b47bba3acd91b1971a,exact,kink_bridge,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0093,483bcd603e5f346b176ef979d7863d673742df73,387fc9019ebf86ea35ca44b47bba3acd91b1971a,exact,kink_bridge,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0095,08a52505acbd6c06d6df498ebed1d4e12c897179,1529b3fed0ad1ee22ef447b54cb1aa763b5234c1,exact,adjacent,6,4,6,0,2,"[""T_0087"",""T_0120""]"
T_0104,8d84f61a8d1356d4066cbf0742c20c83b6859ba0,78ce20c04ce94d6295d2fa0b0d2c59ea58837850,proto,kink_bridge,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0109,d68ef24321751dc2008727fcf40f2ad7b68a4881,05b3b44c1dcc03fbc796425ce2d9efb9e25c7550,proto,kink_bridge,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0117,6cc87517a8f416f33b05e6733a0cd1e5e8c7555d,d98c435eb5bbc8dfe6e734dd37137f9ba62d9b18,proto,kink_bridge,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0119,3bbb158fae9c13f659e818da6bf6f735419e4f5b,20bc058675752036abd1f8723f2947161152e7a5,proto,kink_bridge,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0122,bd45d017aeb8d82c0fc4d9b1d88e0ed40bf40ef6,02415cac952dde6d4e077f8270facbdb2aed153e,proto,bridge_fork,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0125,72dc7694bbf4020749f63b506d762ff715ae3715,d8ee2196c833f9f7631a31926a3fb137fae84d07,proto,adjacent,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0135,ced1bae3ea268ab6d834562cacec13441e14a1f2,b6b0683a763643e731506af58173189991b9d1e5,proto,rail_ladder,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0150,9d22b6bcf41690615dd1fe649254290e25e4d682,b383dc18bc2fc3b41f41c1b5260b55716c95a463,proto,rail_ladder,6,4,6,0,2,"[""T_0120"",""T_0253""]"
T_0263,b942a0b416640585edcfcef2295fa7af9ad5483d,05bfc26d5d02e0ab918ab0699a77dd1a18a48880,proto,rail_ladder,6,4,6,0,0,[]
T_0047,24d2a8fb36d2f0d36cc42735af9c026d49e6c387,260408e2ebc4eb3d4c409b546e95ced951494c5f,exact,bridge_fork,5,3,5,0,2,"[""T_0087"",""T_0120""]"
T_0051,d0ec2cce175d45ca83e3ac37890e278e6baba258,c28506730831c41850f649ac2ab9eee66aa847aa,exact,kink_bridge,5,3,5,0,2,"[""T_0087"",""T_0120""]"
T_0053,62cdcd7890f308b4d18c3ed329130426201113ea,0d36e4349579510d39b45e312b151e49e5ece8a8,exact,kink_bridge,5,3,5,0,2,"[""T_0087"",""T_0120""]"
T_0055,19b7afa31ce866d103bd9dd908cb24e6bb1f6775,260408e2ebc4eb3d4c409b546e95ced951494c5f,exact,kink_bridge,5,3,5,0,2,"[""T_0087"",""T_0120""]"
T_0057,ee1a2bb623959b151cafb8be823a2dfdd26b78f4,8cf3ae0c22c3eb3ce91f3048499ed5b293fc036d,exact,kink_bridge,5,3,5,0,3,"[""T_0087"",""T_0114"",""T_0120""]"
T_0069,2b7693258fe3fb367c7ee5cebfb67e43085ae137,8cf3ae0c22c3eb3ce91f3048499ed5b293fc036d,exact,kink_bridge,5,3,5,0,3,"[""T_0087"",""T_0114"",""T_0120""]"
T_0107,c61c3347459494500f516d1f8669fd26f82e8f00,a0b09e50966365f83335a6e31a77ba203545f697,proto,kink_bridge,5,3,5,0,3,"[""T_0114"",""T_0120"",""T_0253""]"
T_0108,b55f904966956993c941bd2941a8071bf4c08b3a,dab4f28df191f269210c426f0e5a46898622ffdb,proto,bridge_fork,5,3,5,0,1,"[""T_0120""]"
T_0110,2b01d2ef02440c31e57042bac7def8e47b189adb,4dbe927a431d8de0ff8464b5f9e377d9950495a0,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0111,cb0dbff2c57da881e4cf65401c8de140a7def55e,b8796d00408cbdaffad8c9b9774e3777a7999f2e,proto,adjacent,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0115,bb8d0e429f9a8001a1d60608344c50c7357e34a0,5de8f30a6bb8d0ec40e73635c79f131c2efcb00a,proto,rail_ladder,5,3,5,0,1,"[""T_0120""]"
T_0118,593d4ca8ee57807defbabc0053f2a3881154a1fa,d31584edf602aca3231c4c5d005448ae44932b67,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0121,f2012527b85c652baa435c3fd4e181e005a783a0,1beaabbc9a688804fe7ab038b8335d2d67ee1be2,proto,rail_ladder,5,3,5,0,1,"[""T_0120""]"
T_0124,29674ebf739ae789c90e97b7905112234d72f1d9,42c309d688d562a5e919ccab7377bab4adc9dc8d,proto,adjacent,5,3,5,0,1,"[""T_0120""]"
T_0126,bb83e5acb09bf30d185b509b71bf4f00e34a9734,81b18c51d1cba8cfbba8e043d084382ab536012f,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0127,1ac6b8765a2faf10ec5cc3652cb4bcb44bc87772,08074663f0f9bfe968b978968369d3074467d742,proto,adjacent,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0134,a9b8c6db6d8c9bdf34acf259ea8a650377b80c61,014e0d2f1eb43e9d8828a64cb0b9e7523fe9bb9d,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0137,2c87bf070b90738c46e346dc75055d6d45800fe3,a26c3efb983fb44d98104a320e9e18b1ea90412d,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0139,e6e3087fd3624882f19c4cc3640494c31e23e872,5959a7d1df55bf3389e363e0bd8c17b8df67fd3d,proto,rail_ladder,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0140,59655d4f9012d9dfd46c175d49d17457adbdfc8c,3efe119865e91e4f9efae217283c91f297c4846f,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0141,ebf5db46b6400f82ea35799e04977b98e02acaf4,fc486a8aa7d9c17cc1b31e3461c4fe08a2375365,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0145,97266a6f5143a50bc61d244cb4fcd0bb91bb36ce,1d2b49e1530283339e2dda053b65afcddc61abc5,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0151,3074584a90d2f9da98cf48418102e06e62b2c41e,a26c3efb983fb44d98104a320e9e18b1ea90412d,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0152,67f92fc9d629ff1e280c4b825c841dc58fdf0563,d31584edf602aca3231c4c5d005448ae44932b67,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0153,32365a1ada7fa3e56ae54831ee52ba894c592498,59cb940561d962085905250ba43fbc9c39d00756,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0157,57149f0a34720fdb787e6101ee428b2940f302cc,33270a9dcf8c75ad9c123644533d42b18ffcacc0,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0214,372cd481c6fb6fc85b75fa6246ef6f9f393d1ed0,1f6e8c5cd30542904a6c22c7f28917a1c00f8c55,proto,bridge_fork,5,3,5,0,0,[]
T_0215,a97569729eeb6408c22239528b1a2e729b805cb8,1f6e8c5cd30542904a6c22c7f28917a1c00f8c55,proto,bridge_fork,5,3,5,0,0,[]
T_0260,453f83ce82e48da8e3c7f72c0af2f1a262a33038,5b5f2076dbeb4881cbf7d1c676645118d3e26301,proto,rail_ladder,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0265,0976f0ed5e6a75bfc07e6a04ae9bbc8e3d84287f,8894b30639e3f17b989d0d8bb004795e4881a859,proto,kink_bridge,5,3,5,0,2,"[""T_0120"",""T_0253""]"
T_0273,3acbf1cec4e31cd3ebc6c654d8faaf0dea5b3ef8,9772809d07e39c1e09412b6030b5c7cbebfd0d43,proto,bridge_fork,5,3,5,0,1,"[""T_0120""]"
T_0274,1b02b9f18d945aecd14cf1dda1093af235c232fd,9772809d07e39c1e09412b6030b5c7cbebfd0d43,proto,kink_bridge,5,3,5,0,1,"[""T_0120""]"
T_0277,684e39235370e66203e7bd016a1b8371785f09ae,5cc69efe08fa943e58b8ea2fc83d4c8885eaf874,proto,rail_ladder,5,3,5,0,1,"[""T_0120""]"
T_0284,403346cfe7436b0431cce0b58f519904a9acd918,9772809d07e39c1e09412b6030b5c7cbebfd0d43,proto,bridge_fork,5,3,5,0,1,"[""T_0120""]"
T_0010,ed1aa8e5f8f3a6e303b5e8b58230190529532431,e5b5a807c79a4ba25580d122a4bf86c296415a98,proto,rail_ladder,4,2,4,0,0,[]
T_0012,df1aa4fedae58a6734ce3a6fb4217aab637c5349,7988105812983a96d6d2d8938b058704d0cb1482,proto,adjacent,4,2,4,0,0,[]
T_0015,1789734f7563836a3f84667dcb0af3fbacf09305,e5b5a807c79a4ba25580d122a4bf86c296415a98,proto,rail_ladder,4,2,4,0,0,[]
T_0016,d9b9ac925219c62b005fa391332fb1333bd3ef7c,7988105812983a96d6d2d8938b058704d0cb1482,proto,rail_ladder,4,2,4,0,0,[]
T_0018,38bfbb414b5e0abf56930743cb5f93b0da16c386,e5b5a807c79a4ba25580d122a4bf86c296415a98,proto,adjacent,4,2,4,0,0,[]
T_0031,f87f3c2f097d9e42fc807497d085350822ffcf8b,c7eb3b621de0ee9890e15800185ad7ae4d8039f1,proto,rail_ladder,4,2,4,0,0,[]
T_0038,0b141bb1cde2b1cf857ae56c43a2f0b3f4da2e52,21efb3da5188037434fc954641ee85b3db0396e9,proto,adjacent,4,2,4,0,0,[]
T_0041,07e1abf7ff16799f352cbf34c49967c89e72eb3a,334087a73b137dbb620351e7c2d5ffa5386111ba,exact,bridge_fork,4,2,4,0,0,[]
T_0043,42b4db00a6063bd389300fe415e247293383e610,6d3781dbf977c8c6f511b373338417b520db1709,exact,kink_bridge,4,2,4,0,0,[]
T_0045,b9436b81463e58f0940c001345b6bead6f6ab61e,334087a73b137dbb620351e7c2d5ffa5386111ba,exact,kink_bridge,4,2,4,0,0,[]
T_0059,962f5621e145e024d7303119e00703d5e399804c,334087a73b137dbb620351e7c2d5ffa5386111ba,exact,rail_ladder,4,2,4,0,0,[]
T_0073,2cd58f030b69428c75c610bfeb0c705648069fad,8e5d4d01d098489850eb2f45da005692283b0989,exact,kink_bridge,4,2,4,0,1,"[""T_0087""]"
T_0077,77862f98faf41c55ca744b4005d197021e23c0be,334087a73b137dbb620351e7c2d5ffa5386111ba,exact,kink_bridge,4,2,4,0,0,[]
T_0097,1c5b3c3848230a598afd52df878b69d5b0a967b3,6e4f3ac9ffa5d5c2252351e1eb6a46d7a1dcecf1,exact,rail_ladder,4,2,4,0,1,"[""T_0087""]"
T_0101,8a10d6987536d85765ae7106aaae999ebe25dde7,943e9880ee9b326221e04f4a22e8a4abfebfcef8,proto,rail,4,2,4,0,1,"[""T_0253""]"
T_0103,377c6e71e79c886a99223e10d3683fdde160de62,66f9cbeaa835a63f3bf3e651d7deddc4042ff5a1,proto,bridge_fork,4,2,4,0,1,"[""T_0120""]"
T_0113,1f882028ba2817cdd923c276300af751d7b67090,8bc1c4a5610d736320e88373734b67345dd23629,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0116,60d20bc1d9608594c951703f576e84f2858b84b1,66f9cbeaa835a63f3bf3e651d7deddc4042ff5a1,proto,rail_ladder,4,2,4,0,1,"[""T_0120""]"
T_0129,3416c26d9ccac6750e9c3478d32b54508647836f,66f9cbeaa835a63f3bf3e651d7deddc4042ff5a1,proto,rail_ladder,4,2,4,0,1,"[""T_0120""]"
T_0130,6fb50dcbebf209bd8bd3e4ad7f897b73d0a18479,bc50c383c4db443566561932b33a921714f70c60,proto,kink_bridge,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0132,0cf63acbad0bf407be17a83b89c3d886775b3796,630a9ff133558fd9ffb066674c61553ada1d50d9,proto,kink_bridge,4,2,4,0,0,[]
T_0138,d771403a38abd2d7b1d865fba5a3e5435be2e805,b5db70fbe2a0a3e6c1564d6d5a3e18701a9b766a,proto,rail_ladder,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0142,5342b3da597dda73987621b8d5d0a20099fe2dd3,a60ee3f082cc374b9b52bfe01605aaceedbe50f2,proto,kink_bridge,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0143,f0577ea2e124e9238d94d426104760a709fef747,a60ee3f082cc374b9b52bfe01605aaceedbe50f2,proto,kink_bridge,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0144,932d9dddd6e6874afebdcc6b63b78e5aaf147324,a60ee3f082cc374b9b52bfe01605aaceedbe50f2,proto,kink_bridge,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0146,11b3d64be8005c95807517de8eedbefe5a68fd95,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0148,5e6b11357894f548bbf51d1385441e92604f0ad0,630a9ff133558fd9ffb066674c61553ada1d50d9,proto,rail_ladder,4,2,4,0,0,[]
T_0149,b6f5eb03765ea56a190193be60604e84d15ef7d3,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0154,4a38767d74ba4d51d674bee487cfbf32c12d7dfd,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0155,6e676dfbbc1c21401dbd78dce37a90ae6b5e223f,2efb193b89c260af6b6e10046f10e821e44b923c,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0169,b3b26d70e881c43e46b6b210f22eae5694f3e7cb,7988105812983a96d6d2d8938b058704d0cb1482,proto,adjacent,4,2,4,0,0,[]
T_0178,bf32b72fcc2ec6efaac156ea993cf0e8d27c3e91,630a9ff133558fd9ffb066674c61553ada1d50d9,proto,rail_ladder,4,2,4,0,0,[]
T_0220,147e0b743cf4fa8c94b8122b230fef0ef0854df9,7988105812983a96d6d2d8938b058704d0cb1482,proto,kink_bridge,4,2,4,0,0,[]
T_0224,7a406b4e487938b6bcc72862d4d678d00acf1f2b,7988105812983a96d6d2d8938b058704d0cb1482,proto,bridge_fork,4,2,4,0,0,[]
T_0225,7b680d718615608d01290e9b3859b9cb705cd39e,459f629c8d96fc3166f1de382ad27797ad2e3f01,proto,kink_bridge,4,2,4,0,0,[]
T_0234,baf96fa781f190ebfda3c451a7de6423c129a3af,459f629c8d96fc3166f1de382ad27797ad2e3f01,proto,kink_bridge,4,2,4,0,0,[]
T_0238,fd32e4449f848ad8c2054b9e91b8bfe0ca7e4cf0,459f629c8d96fc3166f1de382ad27797ad2e3f01,proto,kink_bridge,4,2,4,0,0,[]
T_0254,6e3c854854be7a1bb09434aac3a6faf283d4b49f,3c1256e45dd1ac1297fec6844bc6ae472b89f0b5,proto,kink_bridge,4,2,4,0,1,"[""T_0253""]"
T_0256,4d711ef8a113ede398526ad9729131ebc12de370,3c1256e45dd1ac1297fec6844bc6ae472b89f0b5,proto,kink_bridge,4,2,4,0,1,"[""T_0253""]"
T_0259,d5632932c9db82095ac6fd389ac5311fbb0886bc,bc50c383c4db443566561932b33a921714f70c60,proto,kink_bridge,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0264,d307e67219cd63dba285cee43fd6b154a4ee2a91,bc50c383c4db443566561932b33a921714f70c60,proto,kink_bridge,4,2,4,0,2,"[""T_0120"",""T_0253""]"
T_0269,8712f9447c4138bfa4010a7c35a0134d92a4d20d,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0272,4038a58836bb464c587dbffceed6dae82a23fec2,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0275,4a922b4aea8d2a2635cecf113cd833058bbe070c,00e0e786fe556c79fe18449ea4dde5695b15b69f,exact,rail_ladder,4,2,4,0,1,"[""T_0120""]"
T_0276,128d1a9542f62b02280b2723cd86568f4306735d,2ca22cf139113dcc285d29934dbf37354dc536e9,proto,rail_ladder,4,2,4,0,1,"[""T_0120""]"
T_0279,89305200564a1e14c87ef440e359d5ce28b468e0,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,rail_ladder,4,2,4,0,1,"[""T_0120""]"
T_0280,65812b8ea6358869fc0ed80b3a8eef0e344674a6,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,rail_ladder,4,2,4,0,1,"[""T_0120""]"
T_0283,d0f1ffa7aea60fca2cf7079abc80081fc99fe5e4,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0288,33bc7752dd4175b9ce18140fc74b22cdeec3e71d,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0289,2a70f57f6e3b25fe02522c924c4cc7641a92a8b6,24d3d8fcd19e64699d82b89ae1e7e1103391bee7,proto,kink_bridge,4,2,4,0,1,"[""T_0120""]"
T_0004,c647e9ac4caa6b3ca89d68648bc79d9806e426bd,b3243bedb65ac2cab6c148a2db9e10da97a8f531,proto,adjacent,3,1,3,0,0,[]
T_0005,29c210ca84cae3eaac91679b35e7d1eadcbfe848,5f25e7a433fcedab31a525caf69a4ba6ab4201aa,proto,adjacent,3,1,3,0,0,[]
T_0006,a5b5e666f11b4ebedf4118d0c72ffda7884f8432,4148a1420dd31fd66d77fb89b14facc551bc6330,proto,bridge_fork,3,1,3,0,0,[]
T_0007,578396107c367be825e612dc08442457699227cb,4148a1420dd31fd66d77fb89b14facc551bc6330,proto,kink_bridge,3,1,3,0,0,[]
T_0008,98379ea8ff54a5cdfc5620e8e7f91bbe9800cc71,5f25e7a433fcedab31a525caf69a4ba6ab4201aa,proto,kink_bridge,3,1,3,0,0,[]
T_0009,4a1251f111dfe10ad1fbbac5d9f79ca9b61d07c9,a56bb3b854c588d77cf5baab65164c9082ebb822,proto,bridge_fork,3,1,3,0,0,[]
T_0011,e38e38d88936aa798777265fa88d46e22d4d42b4,e5fb991731585e2e32de37b75ba9513c4ec703b4,proto,kink_bridge,3,1,3,0,0,[]
T_0013,992358e4cd8abaed73be909f2f66e1614d207d5a,a56bb3b854c588d77cf5baab65164c9082ebb822,proto,kink_bridge,3,1,3,0,0,[]
T_0014,0e83db1ab5fb43d7883bd22bb6befe11159c8e8f,164fdcdfe8b38e7e3f72f686cd48b539f3933092,proto,kink_bridge,3,1,3,0,0,[]
T_0017,5c3710b2ef041f14a931963762dbaaccb28558e0,609c66db433ddf9152394f0b2562832326a07b2b,proto,adjacent,3,1,3,0,0,[]
T_0019,db4007673a3454caa3df82d9ff6b4a22026e903a,5f25e7a433fcedab31a525caf69a4ba6ab4201aa,proto,rail_ladder,3,1,3,0,0,[]
T_0020,1b0dd0523d048373f716e8d2be05b8a4be018094,3b75d589ff8382ec03a8e3ec0bb6359d15f1f95b,proto,rail_ladder,3,1,3,0,0,[]
T_0021,7fc04615b2f5dda83db5d14f1b497f0d923b47e2,4148a1420dd31fd66d77fb89b14facc551bc6330,proto,rail_ladder,3,1,3,0,0,[]
